"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","BF"
567,"6/15/2018 16:50:34",4,1,19,1,4,3,3,5,3,3,5,4,3,5,5,5,3,2,3,5,5,4,2,5,5,3,3,3,4,2,2,5,3,5,2,3,3,3,5,2,3,5,4,4,5,5,3,4,5,5,4,3,4,5,5,5,3,3,4,5,3,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,3,2,4,1,1,1,3,1,1,1,2,1,1,3,3,3,2,1,1,1,"Unterbewusstsein hervorrÃ¼cken zu lassen",2.8,1.25,1,3.5,1,2.75,2.5,2.75,2.25,2.25,1.5,3,1,3,1.6,1,1,2.33333333333333,1.6,1.75,2.66666666666667,1.5,1,2.18214285714286,1.60555555555556,1.89384920634921,NA,0,0.7073801947971301
568,"6/15/2018 17:41:17",3,1,21,1,3,4,4,5,2,4,4,4,4,4,3,3,4,3,3,3,2,4,4,4,5,4,3,3,3,4,3,4,4,4,4,3,4,5,4,3,1,3,3,4,3,4,4,1,3,4,4,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,2,1,2,2,2,1,3,1,2,1,2,1,1,2,1,2,4,1,3,1,1,1,"personlickeitsmerkmale und neigung zu emotionalen gefarbung wahrzunehmen",4,2,3,2.5,1.75,3.25,1.5,2.5,2,2,2.5,2.6,3,2,2.4,1,1,1.33333333333333,1.2,1.25,2.66666666666667,1,2,2.47142857142857,1.53888888888889,2.00515873015873,NA,0,0.6539106574055983
573,"6/15/2018 19:42:34",5,2,25,1,2,4,4,4,3,3,4,5,4,5,3,3,3,3,5,4,5,5,2,5,5,4,5,1,4,5,5,5,5,2,4,5,5,5,5,5,5,4,2,5,5,5,5,5,5,2,1,5,5,5,5,2,2,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,"KonzentrationsfÃ¤higkeit der Menschen. Nimmt der Mensch das leben eher positiv oder negativ wahr?",1.2,3.25,2,2,1.25,1.75,1.25,4,1.5,2.75,2.5,1,1,1.33333333333333,1.6,1.4,1,2,1.2,1,1,1,1,1.91309523809524,1.24444444444444,1.57876984126984,NA,0,0.6530903008342666
574,"6/15/2018 19:43:20",5,2,28,1,4,4,4,5,1,4,4,4,4,5,4,4,3,4,3,4,3,5,4,3,4,4,4,5,2,5,3,5,5,4,4,5,4,4,3,2,5,5,4,5,4,5,3,5,2,4,5,4,3,4,4,4,3,4,4,5,5,2,1,1,1,1,2,1,1,2,3,2,3,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,2,1,2,1,1,1,4,1,2,1,"keine Ahnung",1.2,2,1.75,2.5,1.75,3.75,1.5,2.25,1.75,2,1.25,2.2,3,1.66666666666667,1.4,2.2,1,1.33333333333333,1.2,1,3.33333333333333,1,1.25,2.04047619047619,1.52407407407407,1.78227513227513,NA,0,0.652273805102855
575,"6/15/2018 19:43:56",4,1,26,1,4,5,4,5,4,4,4,5,4,4,3,3,4,2,4,4,4,4,4,5,5,4,5,5,4,5,4,4,4,5,5,4,5,5,4,4,5,3,4,4,5,5,4,5,4,4,5,5,4,4,4,4,5,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,"Reaktionen, Reize",1.4,1.5,2.5,2.5,1.75,2,1.25,1.75,1.75,1.75,1.75,1.6,1.5,1.66666666666667,1.2,1,1,1,1.2,1.25,2,1,1,1.76190476190476,1.18333333333333,1.47261904761905,NA,0,0.6291638817084263
576,"6/15/2018 19:44:34",7,1,21,1,3,4,3,4,2,4,4,3,4,3,3,3,3,3,4,4,4,4,3,3,4,4,4,3,2,4,4,4,5,2,4,4,2,4,4,2,1,4,3,4,4,4,4,2,4,3,4,4,4,3,4,2,3,4,4,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,3,2,2,2,1,1,2,1,2,1,2,1,1,1,4,2,3,1,1,1,"Untersuchen ob jemand depressive Tendenzen hat",3.6,3.5,2.5,3,2,3,2,3,3,2,2.75,1.8,2.25,2,2.2,1,1,2,1.2,1.5,2,1.25,1.25,2.6,1.48888888888889,2.04444444444444,NA,0,0.6709128394729378
579,"6/15/2018 19:53:05",5,2,19,1,4,1,4,5,3,4,4,2,2,5,2,3,4,3,3,3,4,4,4,4,5,4,4,4,2,4,4,4,4,2,1,2,3,4,5,1,1,4,4,2,4,4,3,1,4,2,5,3,3,4,4,4,3,2,5,4,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,"aÃ¼ssere einflÃ¼sse auf einschÃ¤tzuungsvermÃ¶gen",4.8,3.5,2.75,3.5,1.75,3,1.5,2.25,2.25,1.5,2,2.6,2,4.33333333333333,1.8,1,1.25,1,1.4,1,1.33333333333333,1.75,1.25,2.6952380952381,1.30925925925926,2.00224867724868,NA,0,0.6701097884361386
581,"6/19/2018 16:47:08",6,1,26,1,4,4,4,5,3,3,5,5,4,5,2,3,4,3,4,5,5,5,4,5,5,4,4,3,4,5,3,4,5,4,4,3,5,5,5,5,2,4,5,4,5,5,4,4,5,5,4,4,5,4,5,5,4,5,5,5,3,1,1,1,1,2,1,1,1,1,1,1,2,1,3,2,3,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,4,1,2,1,1,1,"Die Wirkung von PersÃ¶nlichkeitsmerkmalen auf die Reaktionsgeschwindigkeit",2.8,1.25,2.25,2,1.25,2.25,1,1.75,1.25,2,2,1.8,1,1.66666666666667,2,1,1.25,1.33333333333333,1.2,1.25,2,1.75,1,1.73333333333333,1.42037037037037,1.57685185185185,NA,0,0.693873799225565
582,"6/19/2018 16:48:35",5,2,30,1,3,4,4,5,4,4,5,5,4,4,1,5,4,4,4,4,4,4,3,4,5,5,5,5,4,4,2,4,4,4,4,4,4,4,5,5,1,3,3,4,4,4,4,4,4,5,5,4,4,4,4,5,3,4,3,3,1,1,1,1,1,1,1,2,2,2,1,1,5,4,1,1,1,1,3,2,4,1,3,2,1,1,2,3,4,3,3,3,4,1,4,1,1,1," ",3.2,1.25,3,1.75,1.5,2.5,2,3,2.25,1.25,1.5,1.8,2,2,2.4,1,1,2.33333333333333,2.2,2.5,4.33333333333333,1,2,2.07142857142857,2.08518518518519,2.07830687830688,NA,0,0.6930807825192594
583,"6/19/2018 16:48:53",3,1,25,1,3,5,5,5,3,4,4,5,5,5,4,1,4,5,5,5,5,4,3,4,5,3,5,2,4,5,2,4,5,4,4,3,4,5,3,5,5,3,4,4,5,5,5,5,5,4,4,5,4,3,4,4,3,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,3,5,4,3,4,1,3,1,1,2,1,1,2,2,5,1,2,1,1,1,"positive und negative Reaktion auf PersÃ¶nlichkeitsmerkmale",1.4,1.75,2.25,1,1.75,2.75,1,2.75,1.75,2.5,2.75,1,1.25,2,3.4,1,1,2,1.2,2,2.33333333333333,2.5,1,1.85,1.82592592592593,1.83796296296296,NA,0,0.6415090390758886
584,"6/19/2018 16:49:20",4,1,24,1,2,5,4,5,1,2,5,5,4,5,4,2,4,1,5,5,5,5,4,5,5,4,5,1,1,5,3,4,5,4,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,4,2,5,3,3,5,4,3,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,"Den Einfluss der eigenen PersÃ¶nlichkeit und eigener GefÃ¼hle auf das Handeln zu untersuchen",1,1.75,2,2.75,1.25,4,1.5,2.75,1.25,2.75,2.75,1,1,1,1.2,1,1,1,1,1,1,1,1,1.91071428571429,1.02222222222222,1.46646825396825,NA,0,0.6191723808969718
585,"6/19/2018 16:49:31",7,2,24,1,5,5,4,5,3,4,5,5,3,5,3,3,5,3,2,3,4,5,4,4,5,4,3,5,5,5,3,4,3,5,4,5,4,5,4,5,5,3,4,4,5,5,5,5,5,5,5,3,4,3,5,5,3,3,3,5,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1," ",1,1,3,2.25,1.25,2.25,1.5,2,1.25,1.75,1.5,2.8,1.5,2.33333333333333,1,1,1.5,2,1,1,1.33333333333333,1.25,1,1.81309523809524,1.23148148148148,1.52228835978836,NA,0,0.6595823457508158
587,"6/19/2018 16:50:20",5,1,21,1,4,5,4,5,4,4,4,5,4,3,4,4,4,3,4,5,5,4,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4,2,5,4,5,4,5,5,5,5,5,4,4,5,5,4,4,5,4,5,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,"<br>",1.2,1,1.75,2,1.25,2,1.25,2.25,1.75,1.5,2,1.6,1.25,1.33333333333333,1.2,1,1.25,1.33333333333333,1.2,1.5,2,1.25,1.25,1.58095238095238,1.33148148148148,1.45621693121693,NA,0,0.6587999501144219
589,"6/19/2018 16:50:55",3,2,26,1,3,5,4,3,3,3,3,3,4,3,3,2,4,4,3,3,4,5,3,4,5,3,3,2,3,4,2,3,3,2,2,4,4,3,3,4,5,4,3,4,4,3,3,4,4,4,4,4,3,3,3,2,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,5,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,"?",1.6,3.25,2.75,2,2.5,3.25,2.75,3,1.75,2.75,3.5,2.8,2,3,2,1,1,1.33333333333333,1,1,2.33333333333333,1.5,1,2.63571428571429,1.35185185185185,1.99378306878307,NA,0,0.612878721283016
590,"6/19/2018 17:45:58",7,2,23,1,4,5,5,5,4,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,4,4,5,5,3,5,3,5,5,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,3,2,1,1,1,1,3,1,4,1,1,1,1,1,"wahrnehmung",1,2.25,1,1,1.25,2.25,1,1.75,1,1.75,1.75,1.2,1,1,1.6,1,1.25,2,1,1.75,1.66666666666667,1,1,1.37142857142857,1.36296296296296,1.36719576719577,NA,0,0.6522605925698839
592,"6/19/2018 17:48:01",3,1,26,1,4,5,5,3,4,4,5,5,5,5,4,5,2,4,1,4,2,4,3,3,5,3,2,5,4,2,4,5,2,5,4,3,4,5,5,5,5,5,5,4,3,5,5,5,3,5,5,4,5,5,5,5,3,4,5,5,5,1,2,2,1,1,2,2,4,1,2,2,5,2,3,3,1,1,2,1,4,3,1,2,1,2,1,1,2,3,1,1,1,1,5,1,1,1," ",1.4,1,1.5,1.25,1,1.75,2.25,2.25,2.25,1.75,1,3.2,3.25,2,1,1.4,1.5,1.33333333333333,1.4,1.5,4.66666666666667,2.75,2.5,1.84642857142857,2.00555555555556,1.92599206349206,NA,0,0.6075592865020231
593,"6/19/2018 18:41:02",6,1,22,1,4,5,5,5,4,5,4,5,5,5,4,3,4,3,5,4,4,4,4,5,4,3,4,5,3,3,3,4,5,5,3,4,4,3,5,5,5,4,3,4,4,5,5,5,4,5,4,5,4,4,5,5,4,4,5,4,5,1,1,2,1,1,1,1,2,1,2,2,4,1,2,3,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,4,1,1,1,"positiver zusammenhang zwischen reaktion auf negative schriftzÃ¼ge bei negativer stimmung",1.2,1,2,1.5,1.75,2.5,2,2.25,2,1.75,1.5,1.2,1.75,2.33333333333333,1,1.2,1.5,2,1.6,1.25,3.33333333333333,2,2,1.76666666666667,1.76481481481482,1.76574074074074,NA,0,0.6261703051887605
594,"6/19/2018 18:43:39",5,1,25,1,4,4,5,5,2,4,4,4,4,4,4,3,4,3,5,4,4,4,4,4,5,4,5,4,3,5,3,4,5,5,5,5,5,5,5,5,3,4,4,4,4,4,5,4,4,5,4,5,4,4,4,5,4,5,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,1,4,1,1,1,"Beeinflussung von WÃ¶rtern",2,1.25,2,1.75,1.75,3,1.25,2,1.75,1.75,2.25,1,2,1.33333333333333,2.6,1.2,1.25,1.33333333333333,1.6,1,2.33333333333333,1.5,1,1.79166666666667,1.53518518518519,1.66342592592593,NA,0,0.6254039884208046
595,"6/19/2018 18:44:23",3,1,19,1,2,4,4,4,4,5,4,3,3,3,3,4,4,3,3,3,4,5,4,4,3,5,4,3,2,4,4,3,3,3,4,3,4,4,5,4,3,4,3,4,4,4,4,2,4,4,4,3,2,3,4,3,5,4,4,5,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,"den einfluss der validitÃ¤t der wÃ¶rter auf deren wahrnehmung zu untersuchen",3.2,2.75,2.75,2.5,2.5,3,2,2.5,1.5,1.25,2.5,2.6,2,2,1.2,1.4,1.5,1.66666666666667,1.8,1,1.66666666666667,1.5,1.75,2.36071428571429,1.49814814814815,1.92943121693122,NA,0,0.5849493218956001
597,"6/19/2018 18:47:08",3,1,29,3,4,5,5,5,4,4,4,4,2,5,3,1,4,3,5,3,4,4,4,3,2,4,5,5,3,4,3,4,5,3,5,2,4,3,5,4,5,3,5,5,5,4,4,5,4,3,5,4,3,4,3,5,3,4,5,3,4,2,1,1,2,2,1,3,1,1,1,1,4,3,1,2,3,1,2,2,4,1,2,1,2,2,1,3,1,1,3,2,3,1,2,1,2,1,"selbstwahrnehmung beeinflusst von Stimuli",1.8,2.25,2.75,2.5,2.75,2.75,1.75,2,2.25,1.5,2.25,1.4,2,1.33333333333333,2.2,1.4,1.5,2,1.4,2.75,3.33333333333333,1.25,1,2.09166666666667,1.87037037037037,1.98101851851852,NA,0,0.5511522069295669
598,"6/19/2018 18:47:27",5,2,22,1,2,5,4,3,4,5,5,3,5,5,4,4,5,4,5,4,5,2,2,5,5,4,3,5,5,3,4,5,5,3,3,5,3,2,5,5,5,5,4,2,5,2,5,5,5,4,4,5,5,5,5,3,3,4,4,5,5,1,1,1,3,1,1,3,2,1,1,1,4,2,1,1,3,1,4,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,3,1,1,2,"SelbsteinschÃ¤tzung<br>PersÃ¶nliches Empfinden",1,2.75,1.5,1.5,1,1.5,3,3.25,2.25,1.5,2,1.4,1,3,1.4,1,1,2,2.2,2,2.66666666666667,1,1.25,1.90357142857143,1.61296296296296,1.7582671957672,NA,0,0.5503995187990773
600,"6/19/2018 18:48:34",6,2,21,1,4,3,2,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,3,5,4,4,4,3,3,4,5,5,4,3,4,5,5,1,3,3,5,4,2,3,2,4,5,4,5,5,5,4,5,4,5,5,3,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,4,1,3,2,1,2,2,2,2,1,2,1,1,1,3,1,1,2,"Einen Zusammenhang zwischen meiner PersÃ¶nlichkeit und meinen GefÃ¼hlen und den Eingaben (rechts, links) herzustellen.",3.8,1.25,2,2.75,2.25,2.25,1.75,2.75,2.5,2,2.5,1.8,2,1,2,1.2,1.25,1.66666666666667,1.6,1.5,3,1.75,1.25,2.18571428571429,1.69074074074074,1.93822751322751,NA,0,0.5643941533715314
602,"6/19/2018 19:44:45",5,2,22,1,4,4,4,4,3,4,4,5,5,4,3,1,3,4,4,3,4,4,4,4,4,4,4,1,3,4,3,4,5,4,3,3,3,3,4,4,1,3,4,4,3,4,3,1,4,5,4,4,3,4,4,5,4,5,4,4,1,2,2,1,2,1,1,1,1,1,1,1,4,1,3,2,4,1,2,4,4,2,2,2,1,2,3,2,2,2,2,1,2,1,2,2,1,2,"Mit Verlaub, ich habe keinen blassen Schimmer.",4,1.25,2.75,1.75,2,3,2.25,2,2.5,2,3.5,2,2.25,2,2.6,1.2,1.5,1.66666666666667,1.8,1.25,3.33333333333333,2.25,1.75,2.375,1.92777777777778,2.15138888888889,NA,0,0.5636474213116315
605,"6/20/2018 16:54:00",5,2,25,1,3,5,5,5,5,5,4,3,4,4,3,5,3,2,5,4,5,5,3,5,5,4,4,5,5,4,3,5,5,5,5,4,3,5,5,4,5,5,4,4,3,4,5,1,5,5,4,4,5,4,5,5,2,4,5,5,1,1,1,1,1,3,1,1,2,2,1,2,4,1,3,3,1,1,4,1,1,1,1,1,1,1,2,2,3,1,2,2,1,1,3,1,1,1,"keine ahnung<br>",2.8,1.5,2,2.25,1.25,1.5,1.25,3,2,1.5,1.5,1.4,1.5,1.66666666666667,1.2,1,1.5,2.33333333333333,1.6,1.25,2.66666666666667,2,1.75,1.79404761904762,1.7,1.74702380952381,NA,0,0.5629042410825805
608,"6/20/2018 17:48:58",5,2,23,1,4,3,5,5,2,4,4,5,3,3,4,2,3,3,5,4,4,4,5,5,5,4,5,4,4,5,3,5,5,5,2,4,3,3,5,4,1,4,4,5,5,3,4,5,4,5,4,5,4,5,4,5,3,4,2,4,1,2,1,3,1,1,1,1,2,1,1,1,2,1,2,2,5,2,4,2,2,1,1,3,1,3,1,1,4,2,2,1,5,1,1,1,1,1,"SelbsteinschÃ¤tzung, SelbstwertgefÃ¼hl, EinschÃ¤tzung der eigenen Emotionen",3.2,1,1.75,2.25,1.5,2.75,2.25,2,2.5,1.75,3,1.2,1.5,2.33333333333333,2.8,1.4,2,2.33333333333333,2,1,1.66666666666667,1.5,1.5,2.0702380952381,1.8,1.93511904761905,NA,0,0.5621645808318898
609,"6/20/2018 17:49:15",4,2,26,1,3,4,4,5,4,4,3,3,3,3,3,2,5,2,4,3,5,4,4,5,4,4,4,4,3,4,4,3,4,3,3,4,4,5,4,2,5,4,4,4,5,4,4,4,4,4,4,4,3,4,3,3,4,5,5,5,5,2,2,2,1,1,2,1,1,4,2,1,3,2,2,2,4,1,4,2,3,1,2,1,2,2,2,3,1,1,3,1,4,2,2,3,2,1," ",1.6,2.75,2.5,3.25,2.75,2.5,1.25,2.25,1.5,2,2.75,2,1.25,2,3.2,1.8,2,3,1,2,2.66666666666667,1.75,1.25,2.16785714285714,2.07407407407407,2.12096560846561,NA,0,0.5461079889975666
610,"6/20/2018 17:49:54",2,1,31,1,5,4,4,5,5,5,5,4,4,4,5,3,5,3,4,5,5,5,4,4,5,4,5,3,4,5,5,5,4,3,2,3,5,4,5,4,4,5,5,4,5,4,3,4,5,4,5,4,4,5,5,4,3,4,5,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,3,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,"Aufmerksamkeit, Frustationstoleranz, Psych. VorgÃ¤nge bei eher langweiligen wiederkehrenden Aufgabestellungen nachvollziehen.",2.2,2.25,1,2.25,1,1.5,1.25,1.75,1.25,1.25,2.5,2,1.25,2.66666666666667,1.4,1,1,1.33333333333333,1.4,1.25,2.33333333333333,1.5,1,1.72261904761905,1.35740740740741,1.54001322751323,NA,0,0.5058058885334159
612,"6/20/2018 18:41:15",5,1,38,1,4,5,5,5,4,3,4,4,4,3,2,2,4,3,4,3,4,5,4,5,5,4,5,4,5,5,4,5,5,5,5,5,3,3,5,5,5,3,4,4,3,3,3,5,4,5,5,3,4,3,4,5,3,5,4,5,5,1,3,1,2,1,2,1,1,1,2,1,2,1,3,3,3,1,1,1,2,1,2,2,2,1,1,1,3,2,2,1,1,1,3,1,1,1,"...wÃ¤re spannend es zu erfahren, aber kann ich so nicht ableiten...",1,1.25,3.25,1.75,1.5,1.75,1.75,2.25,1.75,1.75,3,2,2,1.33333333333333,1.6,1.4,1,1.33333333333333,1.8,1.25,2.33333333333333,2.5,1.25,1.88095238095238,1.60740740740741,1.74417989417989,NA,0,0.5050843137331072
614,"6/20/2018 18:42:44",5,1,29,1,4,5,3,5,3,4,4,2,1,4,5,4,4,3,4,5,4,4,5,5,4,3,4,4,4,5,3,3,5,2,2,2,3,5,4,3,1,4,5,4,4,3,2,5,4,2,5,5,4,4,3,2,4,3,4,4,1,1,3,3,2,3,1,1,2,2,3,2,1,1,1,2,2,2,3,5,3,2,1,1,1,1,1,1,4,3,1,3,5,1,4,1,1,1,"Untersuchung der Aufmerksamkeit",3.2,4,1.5,3.5,2.5,2.5,1.25,1.5,2.25,2,2.25,2,1.75,3,3,1.6,2,1.66666666666667,2.2,1,2.66666666666667,2,2,2.37142857142857,2.01481481481481,2.19312169312169,NA,0,0.5043663309679053
617,"6/20/2018 18:45:46",7,2,19,1,5,5,5,5,3,5,5,4,4,5,5,4,5,4,5,5,4,5,4,5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,4,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,5,1,4,4,1,1,2,1,1,1,3,2,4,4,5,2,1,4,2,1,"rautenfÃ¶rmig. (keine ahnung)",1.6,1.75,1,1.75,1.5,2,1.25,1.25,1.25,1.25,1.25,1.2,1.25,1.66666666666667,2,1.6,1.75,3.66666666666667,2,1.25,2,1.75,1.5,1.42619047619048,1.9462962962963,1.68624338624339,NA,0,0.5262858216938565
618,"6/20/2018 18:46:02",5,1,18,1,5,5,4,4,2,4,5,4,3,4,3,2,5,2,4,4,5,5,4,4,5,3,5,2,3,4,3,5,5,3,2,2,4,2,3,5,3,3,5,3,4,3,4,4,4,3,4,4,3,3,5,3,4,4,4,5,2,1,1,1,1,1,1,2,1,1,2,1,3,1,2,1,1,1,2,1,3,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,"Wie beeintrÃ¤chtigen starke emotionen bis hin zu psychischen problemen unsere wahrnehmung, unsere reaktionzeit.<br>Welche assoziationen werden gebildet?",2.8,2.75,2.75,2.5,1,3.25,2.5,1.5,1.25,2.5,3.25,1.6,1.75,3,1,1.2,1,1.33333333333333,1.2,1.5,2.33333333333333,1.5,1,2.31428571428571,1.34074074074074,1.82751322751323,NA,0,0.5255709872461931
619,"6/20/2018 19:51:26",4,1,21,1,4,5,5,4,1,4,4,5,5,4,4,2,3,5,4,4,3,3,5,4,5,4,4,4,4,4,3,5,5,4,2,4,3,3,4,5,5,4,4,4,3,3,4,5,3,4,5,3,3,4,4,4,4,4,4,3,5,1,2,2,2,1,1,1,3,1,2,4,2,2,3,5,1,1,2,1,3,3,2,2,1,2,2,1,2,3,1,1,2,1,5,1,2,2,"Zusammenhang zwischen Emotionen und der HÃ¤ufigkeit der negativ/positiv erlebten WÃ¶rter (fÃ¼hlt man sich eher einsam und ungenÃ¼gend drÃ¼ckt man Ã¶fter den linken Knopf, der fÃ¼r negative Werte steht, und vice versa)",1.2,1.75,2,1,1.5,3.25,2.25,1.75,3,1.75,2.75,2,2.75,2.66666666666667,1.4,1.4,1.5,1.33333333333333,1.8,1.25,3.33333333333333,3.25,3,2.11547619047619,2.02962962962963,2.07255291005291,NA,0,0.5124797238545074
620,"6/20/2018 19:51:35",7,1,22,1,4,5,5,4,2,3,5,5,4,5,4,3,4,4,5,4,5,4,4,4,5,3,3,2,3,4,3,5,5,5,3,5,4,4,4,5,5,4,4,3,4,4,5,5,5,5,4,5,3,4,5,5,4,4,4,4,5,1,1,2,1,1,1,2,1,2,1,1,4,2,3,1,1,1,2,1,4,2,2,1,2,3,2,2,3,2,2,2,3,2,4,1,1,1,"Erfassung von PersÃ¶nlichkeitsmerkmalen",1,1,2,1.5,1,3.25,2,2,2,2.5,2.5,1.4,1.5,2.66666666666667,1.8,1,1.75,2,1.6,2,4,1.75,1.5,1.8797619047619,1.93333333333333,1.90654761904762,NA,0,0.5360787860891536
621,"6/20/2018 19:56:33",5,1,26,1,4,5,5,5,4,5,5,5,4,3,3,3,5,5,5,3,5,5,3,5,5,5,5,5,4,4,4,5,5,5,4,4,5,4,3,4,1,3,4,5,4,5,5,2,5,5,5,4,5,4,5,5,3,5,5,5,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,"Verbindungen zwischen neutralen und emotional gewichteten Begriffen herstellen",3.4,1,2.75,1.5,1,1.75,1.5,2.5,1,1.5,2,1.2,1.25,1.33333333333333,1,1,1.25,1,1.2,1,2,2,1.5,1.69166666666667,1.32777777777778,1.50972222222222,NA,0,0.5353722252368595
625,"6/22/2018 9:44:19",8,1,20,1,4,5,2,4,2,3,4,4,2,4,1,1,3,2,3,4,4,4,4,5,5,3,5,1,2,5,3,4,4,5,2,5,2,5,5,3,5,2,2,5,5,4,3,5,5,5,5,2,2,4,3,5,2,4,5,2,4,1,1,1,1,3,1,1,2,1,1,2,3,2,1,2,4,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,"Verhaltensmuster zu erkennen, also wie Menschen in einer herausfordernden oder strapazierenden oder langweiligen Situation auf bestimmte WÃ¶rter reagieren, wie sie diese aufnehmen und wie sich ihr Verhalten nach Aufnahme der WÃ¶rter verÃ¤ndert in Bezug auf die Haltung ihnen gegenÃ¼ber. AuÃŸerdem wurde kognitive Schnelligkeit sowie PersÃ¶nlichkeitsmerkmale getestet.",1.2,1.25,3.25,3.75,2,3.75,1.25,3,3.25,2,3.5,2.6,1.25,2.33333333333333,1.8,1,1.75,1.33333333333333,1.2,1.5,2.33333333333333,1.25,1.75,2.45595238095238,1.5462962962963,2.00112433862434,NA,0,0.5776617666283643
