"file","language","subject","vl","time","condition","BLLS_1","BLLS_2","BLLS_3","BLLS_4","BLLS_5","BLLS_6","BLLS_7","BLLS_8","BLLS_9","BLLS_10","BLLS_11","BLLS_12","BLLS_13","BLLS_14","BLLS_15","BLLS_16","GWAL_1","GWAL_2","GWAL_3","GWAL_4","GWAL_5","GWAL_6","Gewinnen","Naturgesetze","Realitaet","age","gender","bildung","taetigkeit","hits","GeneralLuck","PersonalLuckiness","GWAL","handaufsherz","ungewoehnlich","timeChoice","timeBLLS","correct_1","correct_2","correct_3","correct_4","correct_5","correct_6","correct_7","correct_8","correct_9","correct_10","correct_11","correct_12","correct_13","correct_14","correct_15","correct_16","correct_17","correct_18","correct_19","correct_20","qbit_1","qbit_2","qbit_3","qbit_4","qbit_5","qbit_6","qbit_7","qbit_8","qbit_9","qbit_10","qbit_11","qbit_12","qbit_13","qbit_14","qbit_15","qbit_16","qbit_17","qbit_18","qbit_19","qbit_20","hits5","hits10","hits15","hits20"
1464,0,"x6349fmn6d3dzyqr",6,"2024-03-23T11:01:07Z","lucky",2,4,3,2,3,4,1,3,3,3,3,1,3,4,1,1,0,0,1,1,1,2,1,5,4,19,"male","Fach- oder Hochschulreife (Abitur)","Student/in",13,1.666666666666667,3,0.833333333333333,"Ja","Ich hatte den Eindruck, dass dir erste Fragerunde so konzipiert war, dass man während dem Antworten auf die jeweiligen Fragen gelenkt wird, sich selbst zu widersprechen, um die persönliche Meinung des Teilnehmers genau erkennen zu können. Das Münzspiel schien (zeitweise) gezinkt zum Vorteil des Teilnehmers.",1130.6,123835,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,60,30,56,53,2,40,42,15,33,51,80,91,84,12,76,35,90,11,21,95,4,5,1,3
1465,0,"3ksfvs5ljt8d5p36",6,"2024-03-23T11:02:55Z","lucky",4,4,0,3,0,2,3,0,4,3,1,3,4,0,4,1,2,1,2,4,4,2,1,5,4,20,"male","Fach- oder Hochschulabschluss","Arbeitssuchend",12,3.333333333333333,0.666666666666667,2.5,"Ja","Ausgefallene Fragen welche gestellt wurden 
Von optimistischen Denken zu pessimistischen Denken zu was für eine Farbe siehst du 

Viel Interpretationsspielraum für die gefragten bei jeder Frage ",1540.9,106982,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,28,48,37,74,4,37,97,4,82,93,78,58,97,51,58,43,53,72,63,4,3,2,3
1466,0,"7jyvnrglafgaanh8",6,"2024-03-23T11:08:13Z","unlucky",3,3,2,3,1,4,1,0,4,3,3,2,4,3,3,3,2,2,1,1,1,1,2,5,5,55,"male","Fach- oder Hochschulabschluss","Berufstätig",9,2.5,2.5,1.333333333333333,"Ja",NA,2174.65,129500,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,4,39,92,61,37,69,23,89,48,28,43,30,71,76,70,20,20,56,30,90,3,2,1,3
1467,0,"uua6yczkl8l61dcw",6,"2024-03-23T11:10:07Z","lucky",4,4,4,4,1,3,4,3,0,3,4,4,4,4,4,3,2,2,3,2,1,1,4,5,5,51,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",13,3.833333333333333,3.5,1.833333333333333,"Ja",NA,1959.05,137983,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,96,91,34,33,11,15,92,39,59,16,52,0,3,74,62,93,29,18,44,92,3,4,3,3
1468,0,"kqr0efs6tvcz8uny",6,"2024-03-23T11:11:57Z","unlucky",2,4,3,2,0,3,2,2,4,3,2,2,4,3,1,3,1,2,1,3,1,0,3,3,5,20,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",5,2,2.666666666666667,1.333333333333333,"Ja",NA,1478.65,133840,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,42,81,56,5,99,52,30,90,80,22,63,92,59,80,56,62,2,19,72,42,1,2,0,2
1469,0,"okgt5z6edyjhhfmo",6,"2024-03-23T11:25:33Z","unlucky",3,4,4,4,1,4,3,3,4,1,3,3,3,3,3,3,0,0,2,1,0,1,1,5,3,53,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",11,2.833333333333333,3.333333333333333,0.666666666666667,"Ja",NA,1957.4,181986,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,46,13,33,88,41,75,50,35,52,14,90,9,65,38,37,19,50,2,22,29,2,2,3,4
1470,0,"n6z8tzo02sz7tz31",6,"2024-03-23T11:26:12Z","unlucky",3,3,2,3,1,2,3,2,3,2,4,3,3,2,1,2,2,3,3,2,2,3,3,4,5,26,"male","Anderes","Berufstätig",8,2.5,2.333333333333333,2.5,"Ja","Bei der Frage zum höchster Bildungsabschluss fehlt Studium ",1268.15,82136,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,5,72,5,90,56,39,94,71,40,66,89,85,72,23,13,53,15,31,87,23,2,1,2,3
1471,0,"zczqmrdza9w6ere9",6,"2024-03-23T11:27:50Z","unlucky",3,4,4,3,0,4,3,4,4,3,4,3,4,4,1,4,1,1,1,3,3,1,2,5,4,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",9,2.666666666666667,4,1.666666666666667,"Ja","Manche Fragen ähneln sich sehr, man hat das Gefühl bestimmte Frage schon so oder so ähnlich beantwortet zu haben.  ",1324.65,53188,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,24,17,62,25,80,12,21,89,48,14,2,80,72,22,43,49,78,74,22,53,3,3,2,1
1472,0,"6ufnv05cen4md7j7",6,"2024-03-23T11:36:38Z","unlucky",3,4,4,4,0,4,4,4,4,0,3,4,4,4,4,4,0,0,0,0,0,0,1,5,5,55,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",11,3.166666666666667,3.833333333333333,0,"Ja",NA,6299.3,121658,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,15,13,78,9,7,58,81,68,20,25,0,8,71,83,31,53,21,51,89,7,4,2,3,2
1473,0,"1401pho22eo49shf",6,"2024-03-23T11:39:39Z","lucky",2,4,4,3,0,4,3,3,3,2,4,2,3,4,3,4,0,0,2,1,1,1,1,3,4,24,"female","Fach- oder Hochschulreife (Abitur)","Student/in",13,2.5,3.833333333333333,0.833333333333333,"Ja",NA,1269.1,50591,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,19,46,41,39,95,14,96,83,57,13,37,97,63,28,86,4,30,23,52,89,4,3,2,4
1474,0,"nucgy2k0xgox3quy",6,"2024-03-23T11:48:08Z","lucky",2,3,3,3,1,4,2,3,3,2,3,1,3,3,2,2,1,1,2,3,3,3,2,4,4,22,"female","Fach- oder Hochschulreife (Abitur)","Student/in",12,2,3,2.166666666666667,"Ja",NA,2120.05,92777,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,23,32,77,6,30,61,95,47,96,87,19,57,10,83,87,14,28,26,80,3,4,1,3,4
1475,0,"ktfyt0ms51e503fv",6,"2024-03-23T11:52:20Z","lucky",3,4,2,4,1,2,2,2,3,3,1,3,4,2,1,2,1,0,1,2,2,0,4,4,4,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.666666666666667,1.833333333333333,1,"Ja",NA,2159.3,102746,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,62,46,77,0,65,28,91,31,59,13,53,96,66,47,84,68,23,93,18,4,2,4,2,3
1476,0,"ms3p91nlwyp9a5c2",6,"2024-03-23T12:47:17Z","lucky",4,4,4,4,0,4,4,4,4,2,3,4,4,4,4,4,0,1,1,3,2,4,4,2,5,19,"female","Fach- oder Hochschulreife (Abitur)","Student/in",9,3.666666666666667,3.833333333333333,1.833333333333333,"Ja",NA,5071.95,133214,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,35,62,51,79,14,53,64,9,96,50,69,91,66,53,52,98,36,88,81,83,3,3,2,1
1477,0,"5pqxmam1gapg50qe",6,"2024-03-23T13:31:30Z","unlucky",0,2,4,0,2,4,0,0,1,0,4,2,3,4,1,1,0,2,5,5,2,4,4,3,5,25,"female","Mittlere Reife","Berufstätig",7,0.5,2.833333333333333,3,"Ja",NA,2260.65,182408,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18,40,53,8,52,27,63,83,6,4,61,72,43,10,72,66,77,77,74,3,2,2,0
1478,0,"wq4pzho95lyphymv",6,"2024-03-23T13:38:44Z","unlucky",3,4,3,3,3,4,3,4,4,2,1,3,3,3,1,4,2,2,3,3,3,3,3,4,4,19,"female","Fach- oder Hochschulreife (Abitur)","Sonstiges",9,2.5,3.166666666666667,2.666666666666667,"Ja",NA,1206.85,54818,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,99,14,10,73,68,11,40,45,77,22,84,54,81,30,81,97,36,2,36,21,2,2,1,4
1479,0,"87n2f4u54u1ot0cf",6,"2024-03-23T13:56:21Z","lucky",3,4,3,4,1,4,4,3,1,3,3,2,4,3,2,0,1,1,1,0,2,3,4,4,5,20,"male","Fach- oder Hochschulreife (Abitur)","Student/in",16,3,2.666666666666667,1.333333333333333,"Ja","Die Münzwurf Ergebnisse entsprachen der Einschätzung meines Glücks
das kann kein Zufall sein...",4627.95,110712,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,32,7,34,0,45,47,92,99,35,38,25,53,28,22,29,7,15,92,84,24,5,3,5,3
1480,0,"t9jg2zdklkv6syme",6,"2024-03-23T14:18:50Z","unlucky",2,3,4,3,0,4,3,2,3,3,4,2,3,4,2,2,2,2,2,1,3,2,4,4,3,21,"male","Fach- oder Hochschulreife (Abitur)","Student/in",9,2.5,3.333333333333333,2,"Ja",NA,1225.55,117950,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,8,73,89,58,88,79,45,36,37,19,54,62,11,46,26,10,33,45,18,49,1,3,2,3
1481,0,"zqxa1vow4e6d7cfx",6,"2024-03-23T14:43:53Z","unlucky",2,4,3,2,0,4,3,2,4,4,4,4,4,2,4,2,1,1,1,0,4,1,1,5,5,43,"female","Fach- oder Hochschulabschluss","Berufstätig",7,3.166666666666667,2.833333333333333,1.333333333333333,"Ja",NA,1429.35,117924,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,99,92,18,4,22,83,64,57,64,18,40,68,81,21,19,38,54,95,41,64,3,1,2,1
1482,0,"910tbuybhl4pdhpx",6,"2024-03-23T14:49:40Z","unlucky",3,3,2,4,1,2,3,3,3,3,2,2,3,3,3,3,0,2,2,1,2,1,2,5,2,22,"female","Abgeschlossene Berufsausbildung","Berufstätig",8,3,2.5,1.333333333333333,"Ja",NA,2008.55,87687,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32,22,16,52,58,27,61,29,77,98,22,96,5,79,81,68,68,88,3,57,3,2,2,1
1483,0,"1nxqlsvymex4c9p7",6,"2024-03-23T15:03:30Z","unlucky",4,3,3,4,1,4,4,3,3,3,3,4,3,4,4,3,2,0,1,2,2,4,3,4,4,52,"female","Abgeschlossene Berufsausbildung","Berufstätig",4,3.833333333333333,3.333333333333333,1.833333333333333,"Ja",NA,5505.8,120023,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,52,87,52,47,86,25,85,30,14,67,64,48,49,61,77,47,59,92,73,12,0,3,0,1
1484,0,"9lmttp6rnr0f32ko",6,"2024-03-23T15:19:24Z","lucky",2,1,3,3,1,3,2,2,0,2,4,2,2,4,2,3,2,3,3,2,3,2,2,4,4,65,"male","Mittlere Reife","Rentner/in",10,2.166666666666667,3.166666666666667,2.5,"Ja",NA,1212.25,122302,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,2,90,15,10,94,91,94,3,93,83,97,48,87,59,45,67,10,5,68,38,3,1,3,3
1485,0,"szwfakfm63gy9oyx",6,"2024-03-23T15:26:51Z","unlucky",4,4,2,3,2,2,3,2,3,3,2,3,3,2,3,2,2,2,2,4,3,2,3,1,3,47,"female","Abgeschlossene Berufsausbildung","Berufstätig",6,3.166666666666667,2,2.5,"Ja",NA,2989.75,157179,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,44,44,94,83,53,19,52,19,43,86,15,65,77,52,56,1,67,71,26,5,0,2,1,3
1486,0,"p7qplt75p1ukwpxj",6,"2024-03-23T15:46:14Z","unlucky",2,3,4,2,0,4,2,4,1,2,4,2,4,4,2,3,2,3,2,3,4,4,1,3,4,57,"female","Abgeschlossene Berufsausbildung","Berufstätig",9,2,3.833333333333333,3,"Ja",NA,4985.55,230229,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,65,32,27,27,30,37,75,86,51,75,74,52,48,1,17,95,81,12,97,4,2,1,2
1111,0,"avmufz0ssb7erepr",4,"2024-03-23T16:46:56Z","lucky",3,1,1,2,0,3,3,1,1,1,4,3,3,2,1,2,0,2,4,0,1,0,5,4,3,38,"female","Abgeschlossene Berufsausbildung","Berufstätig",11,2.166666666666667,2.166666666666667,1.166666666666667,"Ja",NA,4047.85,145758,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,46,24,11,91,79,12,54,96,38,10,83,74,74,50,36,91,11,40,97,65,3,4,2,2
1487,0,"4s6pggx7owerkuj3",6,"2024-03-23T16:58:59Z","unlucky",0,4,3,2,0,2,1,3,0,2,2,4,4,1,4,2,0,2,4,1,3,3,1,NA,1,65,"female","Abgeschlossene Berufsausbildung","Rentner/in",7,2.166666666666667,2.166666666666667,2.166666666666667,"Ja","Nein sie war in Ordnung keine Indieskreten Fragen ",4176.85,461121,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,93,0,15,8,18,81,81,92,91,70,21,71,51,88,67,79,12,25,90,84,4,0,1,2
561,1,"sha8clhk22s8vm21",1,"2024-03-23T20:16:32Z","unlucky",3,3,2,2,3,2,3,2,4,1,2,2,3,2,3,2,2,4,1,1,2,3,2,4,4,47,"male","University degree","Employed",9,2.333333333333333,2,2.166666666666667,"Yes","Randomness and no connection between questionnaire and games (at least from my point of view).
The heads or tails game, the results do not depend on my good or bad luck since it can be conditioned by an algorithm of zeros and ones.
I know, practically the color is the same twice :), neither paler nor brighter.",2096.45,223611,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,41,46,72,61,2,46,98,3,39,31,10,81,61,89,16,11,13,65,31,90,1,3,2,3
1488,0,"yadql2nhl5m68390",6,"2024-03-23T21:01:50Z","unlucky",0,3,4,0,3,4,0,2,3,4,3,0,4,4,0,2,1,1,1,0,0,2,2,5,5,24,"male","Fach- oder Hochschulreife (Abitur)","Student/in",5,0.666666666666667,3.166666666666667,0.833333333333333,"Ja","Es werden die Themen ""Glück"" und Einflussnahme abgefragt. Mir erscheint kein sinnvoller Zusammenhang zwischen den beiden",1186.4,97280,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,55,88,45,37,68,54,29,83,21,45,55,78,85,52,69,67,42,57,24,21,1,2,0,2
1489,0,"p8gkvfqj47q9sa8m",6,"2024-03-24T08:13:22Z","lucky",0,3,4,0,0,4,0,0,0,0,4,4,4,4,0,4,5,0,1,1,4,2,1,1,5,25,"female","Mittlere Reife","Berufstätig",8,0.666666666666667,3.333333333333333,2.166666666666667,"Ja",NA,2137.95,108948,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,14,96,97,72,88,92,94,6,75,58,55,67,56,33,48,92,89,81,22,73,1,2,4,1
1490,0,"88vzd946oeeaxkt9",6,"2024-03-24T08:17:06Z","lucky",4,3,3,4,0,4,4,2,4,4,3,2,3,4,4,2,2,1,2,0,1,1,2,5,5,26,"male","Fach- oder Hochschulabschluss","Student/in",7,3.666666666666667,3,1.166666666666667,"Ja",NA,1707.35,90744,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,93,42,90,9,74,17,63,44,73,68,38,91,80,89,69,67,89,27,73,3,2,1,1
1491,0,"0yrjmrhp7u40vxjl",6,"2024-03-24T08:31:47Z","lucky",3,3,3,4,2,3,3,3,4,3,3,1,4,4,2,3,0,1,1,2,2,3,4,2,5,22,"male","Fach- oder Hochschulreife (Abitur)","Student/in",13,2.666666666666667,3.166666666666667,1.5,"Ja",NA,1497.5,94292,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,97,49,51,78,71,41,57,8,68,28,28,24,8,63,67,17,3,64,23,19,2,4,3,4
1492,0,"yz952ls49gnfchwn",6,"2024-03-24T09:23:59Z","lucky",3,3,3,3,0,3,3,2,4,3,3,3,4,3,3,2,4,3,3,1,2,3,2,4,2,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",7,3,2.666666666666667,2.666666666666667,"Ja",NA,1655.75,67110,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,25,94,38,81,65,76,6,57,32,60,95,86,96,95,77,61,61,29,16,63,2,3,0,2
983,1,"o1mmvk2ybt7fywcj",3,"2024-03-24T10:04:19Z","lucky",2,3,3,2,0,3,1,3,3,2,2,1,2,3,0,2,1,1,1,1,4,1,2,5,3,19,"other","General qualification for university entrance","Student",8,1.333333333333333,2.666666666666667,1.5,"Yes","The redirect to a different page midway through was unusual. Some button text appeared in German instead of English but I take it that's just a mistake. Aside from the odd questions in general and my suspicion that the coin thing was rigged, nothing in particular...",1119.75,57597,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,8,4,75,29,76,76,7,46,72,88,78,69,78,33,38,94,50,83,68,87,3,2,2,1
984,0,"tjqjlhnwcyadatrl",3,"2024-03-24T10:14:30Z","unlucky",3,3,3,4,2,1,3,2,3,3,3,4,4,3,0,2,1,0,1,4,3,3,4,5,5,31,"male","Abgeschlossene Berufsausbildung","Auszubildende/r",8,2.833333333333333,2.333333333333333,2,"Ja",NA,1025.3,107674,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,22,54,57,76,24,89,78,66,82,92,68,17,26,23,78,9,23,28,64,59,2,0,3,3
986,0,"hov443zyzn85jqf1",3,"2024-03-24T11:11:21Z","unlucky",2,3,3,4,1,3,2,2,1,2,1,2,4,4,0,2,3,1,1,3,4,3,3,4,5,19,"female","Mittlere Reife","Auszubildende/r",10,2,2.5,2.5,"Ja",NA,3451.75,185758,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,49,71,29,32,28,32,52,53,34,63,79,32,34,19,70,94,30,61,41,9,3,2,3,2
20,0,"m7p62kh1uvd38nz9",NA,"2024-03-24T11:15:11Z","unlucky",3,3,3,3,2,3,3,3,3,2,4,2,3,3,3,3,2,3,2,3,1,2,2,5,3,30,"female","Fach- oder Hochschulabschluss","Berufstätig",7,2.666666666666667,3.166666666666667,2.166666666666667,"Ja",NA,803.2,30677,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,43,61,85,37,50,36,78,4,42,30,16,72,99,83,39,79,24,65,92,78,1,3,2,1
987,0,"gox93xxvaqo4mmpt",3,"2024-03-24T11:15:15Z","lucky",2,4,4,3,2,4,2,2,4,2,4,1,3,4,2,3,1,1,1,1,1,3,2,5,5,26,"male","Fach- oder Hochschulabschluss","Student/in",10,2,3.5,1.333333333333333,"Ja","Manche Fragen ohne Kontext schwierig zu beantworten (z.B. Es ist gut wenn man sich Mühe gibt)",2038.2,201185,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,84,97,64,95,8,6,55,54,62,33,0,92,11,13,99,67,1,3,61,96,1,4,3,2
988,0,"rp3r3wff804f1cz0",3,"2024-03-24T11:15:26Z","lucky",3,3,3,3,0,1,2,3,4,2,2,3,4,3,0,3,1,3,0,3,1,4,3,5,3,22,"female","Fach- oder Hochschulreife (Abitur)","Auszubildende/r",12,2.166666666666667,2.5,2,"Ja",NA,1349.2,67873,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,54,84,63,20,91,65,16,58,56,91,30,8,37,96,35,98,52,9,63,8,2,3,4,3
989,1,"fpxzxm8t0wsph0s1",3,"2024-03-24T11:22:18Z","unlucky",0,2,4,0,2,0,0,0,3,0,0,1,3,4,0,0,1,0,2,1,1,1,1,4,4,30,"male","General qualification for university entrance","Other",6,0.166666666666667,1.333333333333333,1,"Yes","The colour question was just a white square, I don't know if that was meant to be the case.

Also at one point I had a streak of about 8 identical coin flips which, whilst still comfortably within the realm of plausibility, is fairly improbable so I was beginning to wonder if the coin tosses were deliberately rigged to test for the influence on following questions. Obviously I can't really test that unless I just repeat the survey over and over to flip the coin, which I'm not going to do.",1189.95,64835,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,99,58,15,68,29,53,86,45,49,62,70,75,41,24,91,44,33,30,75,22,2,0,1,3
990,0,"wq90tl44h3n7wg94",3,"2024-03-24T11:24:42Z","unlucky",3,3,2,3,1,2,3,1,4,2,2,3,4,2,3,2,0,0,1,4,2,3,3,5,5,25,"male","Fach- oder Hochschulreife (Abitur)","Schüler/in",4,2.833333333333333,1.833333333333333,1.666666666666667,"Ja",NA,1498.3,99735,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,49,97,79,82,45,75,16,26,12,40,61,61,91,97,82,58,68,70,76,1,3,0,0
991,0,"7m5x4j0xlvjxsp8o",3,"2024-03-24T11:35:55Z","lucky",2,4,2,4,1,2,3,1,4,3,3,3,4,2,3,1,0,3,4,0,1,0,3,4,4,21,"female","Mittlere Reife","Auszubildende/r",9,3,1.833333333333333,1.333333333333333,"Ja",NA,3122.2,168618,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,78,63,40,95,40,91,40,75,7,29,23,0,75,19,84,89,1,95,96,98,2,3,3,1
1493,0,"e15zxedtk76szk2w",6,"2024-03-24T11:38:15Z","unlucky",3,3,4,4,1,4,3,3,3,3,3,2,3,3,3,2,2,3,3,1,2,2,3,4,4,57,"male","Fach- oder Hochschulabschluss","Berufstätig",8,3,3.166666666666667,2.166666666666667,"Ja","Nein ",3123.1,219973,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,53,35,53,78,40,62,21,24,98,89,30,73,54,23,28,55,14,76,95,36,1,2,3,2
