"CASE","SERIAL","subject_id","Pos","bet.ges...ms.3","STARTED","BI01","BI02","SS01_01","SS01_02","SS_Score","FF01_01","FF01_02","FF01_03","FF01_04","FF01_05","FF01_06","FF01_07","FTF6_Score","OP01_01","OP01_02","OP01_03","OP01_04","OP01_05","OP01_06","OP01_07","OP01_08","OP01_09","OP01_10","Opt_Score","Pess_Score","ME01","ME09","ME02","ME02_05","ME03","ME04","ME05","ME05_01","ME05_02","ME05_03","ME05_08","ME05_10","ME05_05","ME05_05a","ME05_06","ME05_06a","ME06","ME06_05","ME06_01","ME06_02","ME06_03","ME06_04","ME06_06","ME10","PT01_01","PT02","PT02_01","DE01","DE02_01","DE05","DE06","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME","BF"
47,NA,"472rlo2r",48,12855,"19.03.2017 02:10",5,4,1,4,1.5,1,1,2,1,1,1,7,1.166666667,4,5,1,4,5,4,1,5,1,5,4.333333333,1,1,3,4,"",2,1,4,2,1,2,2,2,1,"",1,"",3,2,2,1,2,1,1,4,"Inwiefern Glaube die Lebenseinstellung beeinflusst?",1,"Mir ist nicht klar, warum ich die Bilder ansehen sollte.",1,43,1,NA,8,10,19,34,47,9,76,64,13,23,303,NA,"19.03.2017 02:15",1,0,10,10,0,0,1.17,10,0.2689135027735798
269,NA,"6bgmttlk",51,1074,"20.03.2017 21:00",5,5,5,5,3,7,1,1,1,1,1,7,2,5,3,1,4,3,5,3,5,1,5,4.666666667,1.666666667,1,4,5,"18",1,3,3,1,2,2,1,2,1,"",1,"",2,1,2,1,1,1,2,5,"Den Zusammenhang von erlebten Gefühl und innerer Einstellung zum Leben",1,"Die helleren Bilder wirkten alle total gestellt. Die bilder von Tieren und Bomben bzw kaputten Autos waren wirklich kaputt, die Fröhlichkeit auf vielen Bildern war gespielt. Die Töne färben die Wahrnehmung enorm. Wie bei einem Film der durch die Musik vorschreibt welche Emotion in welcher Szene man zu fühlen hat. Da bilde ich mir mein Gefühl lieber selbst.",2,43,1,NA,18,12,33,43,118,10,98,293,16,29,670,NA,"20.03.2017 21:11",1,0,10,10,0,0,0.74,2,0.27025770405415295
144,NA,"nksplhhc",51,9171,"19.03.2017 19:51",5,5,1,5,1,7,1,4,4,1,1,7,3,5,5,2,5,5,3,2,2,2,2,4,2,1,2,4,"",2,2,1,1,2,1,1,1,1,"",1,"",3,2,2,1,1,1,2,4,"",2,"",2,43,1,NA,7,6,17,48,63,5,52,10,9,13,230,NA,"19.03.2017 19:55",1,0,10,10,3,2,1.59,52,0.27162012597495455
131,NA,"0pdjnwfe",55,512359,"19.03.2017 19:23",4,4,2,4,2,2,2,2,1,2,1,6,1.666666667,4,4,2,4,2,2,3,2,2,3,3.666666667,2.333333333,1,3,5,"30",3,1,3,2,2,1,1,1,2,"",1,"",3,2,1,1,2,1,2,4,"keine ahnung",2,"",1,44,1,NA,9,10,12,25,78,8,76,25,18,7,268,NA,"19.03.2017 19:27",1,0,10,10,3,3,1.58,30,0.28067555420977675
308,NA,"1hkvcr3a",46,4100,"21.03.2017 17:02",5,5,2,3,2.5,1,1,1,4,1,1,1,1.5,5,4,2,5,3,3,5,5,1,5,5,2.666666667,1,2,5,"25",1,3,3,1,2,2,2,1,1,"",1,"",1,1,2,1,1,1,1,5,"Die Aufmerksamkeit beim Gebet",1,"Die Verbindung zwischen Film und Gebet ist mir unklar",2,44,1,NA,10,9,21,36,81,7,69,92,11,7,343,NA,"21.03.2017 17:08",1,0,10,10,0,0,1.28,15,0.27290344111251574
283,NA,"4y6m9ab7",54,7791,"20.03.2017 23:27",5,4,3,3,3,4,4,2,3,1,2,7,2.666666667,3,3,3,4,4,3,3,3,2,4,3.666666667,2.666666667,1,3,4,"",1,1,2,2,2,1,1,1,1,"",1,"",3,2,2,1,1,1,2,5,"Gebetsverhalten?",2,"",1,44,2,3,7,15,28,55,84,4,54,18,10,16,291,NA,"20.03.2017 23:32",1,0,10,10,0,0,1.39,28,0.28003977185962076
250,NA,"8f1cegts",47,148705,"20.03.2017 18:23",5,3,1,3,2,4,4,4,1,1,1,4,2.5,3,5,4,3,5,1,5,5,3,1,2.333333333,4,1,3,5,"35",1,2,2,2,2,1,1,1,1,"",1,"",2,2,2,1,1,1,1,4,"mansche Gebete werden erhört, mansche aber nicht woran liegt dass?",2,"",2,44,1,NA,38,20,65,267,198,17,315,158,38,176,1135,NA,"20.03.2017 18:44",1,0,10,10,0,0,0.34,0,0.27406263504165973
426,NA,"sgyt26bd",44,58135,"21.04.2017 23:51",5,5,2,5,1.5,1,2,7,4,1,4,6,3.166666667,4,3,3,4,4,1,2,2,2,5,4.333333333,2.333333333,1,4,5,"43",1,3,5,2,2,2,2,1,2,"ich beziehe Gott in mein Leben, meinen Alltag ein: Gehe mit ihm spazieren, rede immer wieder zwischendurch mit ihm, staune mit ihm, weine mit ihm... ",1,"",6,2,2,2,2,2,2,5,"Die Motivation und Ernsthaftigkeit des Gebets",1,"Die Bilder mit den Tönen (nahm relativ viel Zeit ein) - und kaum eine Frage dazu. ",1,44,1,NA,8,15,26,82,120,8,185,70,14,17,545,NA,"22.04.2017 00:00",1,0,10,10,0,0,0.86,2,0.26329979973858836
275,NA,"c1r3vp54",43,7453,"20.03.2017 21:49",2,3,4,4,3,3,3,3,3,1,2,6,2.5,3,3,4,4,5,3,2,3,2,5,4,2.666666667,1,4,5,"38",3,2,3,2,1,2,2,1,1,"",1,"",3,2,2,1,2,1,1,4,"Ob sich gebete positiv auf den Menschen auswirken. Ob Menschen die beten positiver sind.",1,"Die schrecklichen gewaltvollen Fotos",1,45,1,NA,10,10,19,60,105,11,100,69,14,8,406,NA,"20.03.2017 21:56",1,0,10,10,0,0,1.08,8,0.2517936992164351
58,NA,"g3zr1ttw",45,8991,"19.03.2017 09:16",4,5,4,2,4,6,5,5,5,2,5,6,4.666666667,3,3,3,3,3,3,4,3,3,4,3.333333333,3.333333333,1,3,5,"30",3,1,2,2,2,1,1,1,1,"",1,"",3,1,2,1,2,1,2,4,"keine Ahnung",2,"",2,45,1,NA,13,8,18,51,52,7,102,25,9,16,301,NA,"19.03.2017 09:21",1,0,10,10,0,0,1.35,20,0.2439182077168634
442,NA,"seo6fvow",51,1825591,"30.04.2017 16:21",5,4,4,5,2.5,6,4,4,4,6,5,3,4.833333333,2,2,4,1,4,4,4,2,4,2,1.666666667,4,1,4,5,"ca.15",1,2,3,2,2,1,2,1,1,"",1,"",4,2,2,2,1,1,2,4,"Schwierig zu sagen,vermutl. ob das Gebet mir hilft, ein vor Gott besseres Leben zu führen.",1,"Bei den Bildern fiel mir auf,je höher der Ton,desto schöner (friedlicher)war das Bild. Je tiefer der Ton umso mehr Gewalt(Zerstörung) war zu sehen.",2,45,1,NA,17,21,47,197,459,15,473,1002,22,43,989,NA,"30.04.2017 16:59",1,0,10,10,0,0,0.38,0,0.245031363339497
430,NA,"zfj7p1p2",50,4872,"23.04.2017 18:27",5,5,3,4,2.5,4,4,4,4,2,2,6,3.333333333,3,2,2,4,5,2,2,2,3,3,3.333333333,2.333333333,1,4,5,"25",1,1,1,1,2,1,1,1,1,"",1,"",3,2,2,1,2,1,1,5,"",-9,"",1,45,1,NA,10,8,21,58,88,7,87,4,14,7,304,NA,"23.04.2017 18:32",1,0,10,10,6,5,1.39,61,0.24463201680932442
56,NA,"1t6nhno2",44,23085,"19.03.2017 08:35",5,3,3,5,2,4,4,7,4,4,5,4,4.666666667,4,3,3,2,5,3,3,2,5,3,3,3.666666667,1,4,5,"20",1,1,1,2,1,1,1,1,1,"",1,"",2,1,2,1,2,1,1,4,"Wie Leute auf Bilder reagieren, Es gab gute und schlechte Bilder und entsprechende Töne für gute und schlechte Bilder.",1,"Es gab keinen religiösen Bezug zu den Bildern. Zumindest nichts direktes aus kirchlichem Bereich.",2,46,1,NA,9,12,18,41,61,8,62,85,12,6,314,NA,"19.03.2017 08:40",1,0,10,10,0,0,1.32,18,0.2357996467387618
46,NA,"2hvc24jo",56,276664,"19.03.2017 01:22",3,4,2,5,1.5,1,1,1,1,1,1,6,1,4,3,2,4,4,2,2,3,1,5,4.333333333,1.666666667,1,3,5,"",1,1,6,2,2,2,2,1,2,"Healing code",2,"CQM",4,2,2,1,2,1,2,5,"",-9,"",1,46,1,NA,21,32,32,86,141,17,250,17,27,48,671,NA,"19.03.2017 01:33",1,0,10,10,8,8,0.74,17,0.24448871693964014
213,NA,"2ls44rw4",49,40913,"20.03.2017 08:13",5,3,4,4,3,3,3,2,3,1,3,7,2.5,3,5,1,5,5,1,3,4,1,5,4.333333333,1.666666667,1,4,4,"",1,1,3,2,1,2,2,1,1,"",1,"",5,2,2,2,2,1,2,4,"Ich kann mir vorstellen, dass es hier um Wirkungen des Gebetes hinsichtlich Entspannungsfähigkeit, evtl. sogar Vorbeugung von Depressionen bzw. Hilfe aus einer Depression, innere Haltung geht.",1,"Ich war ganz überrascht, dass einige Bilder sich wiederholt haben. Ebenfalls überraschend fand ich, dass keine Fragen direkt zu den Bildern und Tönen gestellt worden sind.",1,46,1,NA,8,16,25,80,137,9,144,591,13,16,523,NA,"20.03.2017 08:30",1,0,10,10,0,0,0.78,2,0.2426097210617249
309,NA,"4gq6zjys",52,6800,"21.03.2017 17:41",5,3,2,4,2,2,3,5,4,1,3,6,3,3,2,3,4,4,4,2,5,2,5,4,2.333333333,1,3,3,"",1,2,2,1,2,2,1,1,1,"",1,"",4,1,2,2,2,1,2,5,"Himmilsch Plaudern meint: die Wirkung von Beten",1,"Die gezeigen ""Ton""-Bilder tauchten in direkter Form in der Befragung nicht auf.",2,46,1,NA,9,8,17,55,71,6,63,75,17,13,334,NA,"21.03.2017 17:46",1,0,10,10,0,0,1.17,10,0.24525510575957096
446,NA,"acvgnwj1",45,12740,"01.05.2017 18:02",5,5,2,2,3,1,1,1,1,1,1,7,1,5,4,1,5,5,2,1,5,1,5,5,1,1,4,5,"28",1,1,3,2,2,1,2,1,1,"",1,"",4,2,1,2,2,1,2,5,"Den Einfluss des Gebets auf Menschen.",2,"",2,46,1,NA,21,18,51,108,95,10,181,72,12,26,594,NA,"01.05.2017 18:12",1,0,10,10,0,0,0.69,1,0.23771446322758352
156,NA,"c40cn3sl",35,11596,"19.03.2017 21:06",4,3,4,3,3.5,6,6,3,4,2,3,6,4,3,2,4,3,4,4,2,4,2,5,3.666666667,2.666666667,1,2,4,"",1,2,1,2,1,1,1,1,1,"",1,"",2,1,2,1,2,1,1,4,"Bestimmte Phänomene",2,"",1,46,1,NA,11,10,20,37,63,10,50,49,15,21,286,NA,"19.03.2017 21:10",1,0,10,10,0,0,1.16,11,0.2194457571104977
130,NA,"y7p320ud",51,22066,"19.03.2017 19:22",5,5,1,4,1.5,1,1,6,2,1,1,1,2,3,5,1,4,2,3,4,5,2,5,4,2.333333333,1,3,5,"40",1,2,3,2,2,1,1,2,1,"",1,"",4,2,2,1,2,1,2,5,"Ob sich der Mensch durch Gebete selbst in eine positivere Stimmung, in Vertrauen, Selbstheilung ect. bringen kann, wenn er darauf vertraut und es von sich aus annimmt. ",2,"",1,46,1,NA,11,9,22,41,104,8,121,117,12,21,466,NA,"19.03.2017 19:30",1,0,10,10,0,0,0.95,3,0.22032951937861345
145,NA,"0lks43t9",53,416713,"19.03.2017 20:04",5,5,2,4,2,5,5,6,6,1,1,1,4,5,5,4,5,5,3,3,2,2,5,5,3,1,3,2,"",3,3,2,2,1,1,1,2,1,"",1,"",3,2,2,1,1,1,2,4,"die Wirkung der Einstellung eines Menschen zur Umwelt",1,"das ich vorher um Einkehr, Gebet oder zur Ruhe kommen gebeten wurde und mir Zeit gelassen wurde, mich auf dieses Experiment einzulassen.",1,47,1,NA,7,5,28,42,57,7,75,103,13,20,357,NA,"19.03.2017 20:10",1,0,10,10,0,0,1.18,12,0.2238191740201093
71,NA,"44jart97",50,15141,"19.03.2017 12:43",5,2,2,2,3,5,2,6,2,1,1,6,2.833333333,2,2,1,2,5,1,1,5,3,3,2.333333333,1.666666667,1,3,5,"40",1,2,2,2,2,1,1,1,1,"",1,"",5,2,2,2,2,1,2,4,"Beten pessimistische mehr als andere?
In welchem Zusammenhang steht Optimismus/Pessimismus zur Gebetspraxis und der Selbstwahnehmung",2,"",2,47,1,NA,7,8,24,60,80,10,78,114,16,19,416,NA,"19.03.2017 12:50",1,0,10,10,0,0,0.98,3,0.22345837334745652
445,NA,"rfhtor8u",48,48,"01.05.2017 14:14",5,4,3,1,4,7,7,7,7,7,7,5,7,1,1,3,2,4,5,5,4,5,3,2,4.333333333,1,3,5,"47",1,1,3,2,2,2,1,1,1,"",1,"",5,2,2,2,2,1,2,4,"?",1,"Die Bilder",1,47,1,NA,10,7,17,23,59,10,71,34,13,7,251,NA,"01.05.2017 14:19",1,0,10,10,0,0,1.54,29,0.22061701903357234
259,NA,"swskjws8",38,21943,"20.03.2017 19:50",5,4,3,3,3,2,3,4,4,2,1,6,2.666666667,3,2,2,3,4,3,2,4,2,4,3.333333333,2,1,3,5,"45",1,2,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,4,"Auswirkungen von Gebet auf Lebenseinstellungen?",1,"die Bilder",1,47,1,NA,14,18,43,114,144,13,164,71,18,39,638,NA,"20.03.2017 20:00",1,0,10,10,0,0,0.62,0,0.20743671666620878
288,NA,"wc0blcy0",49,8941,"21.03.2017 09:02",5,5,4,2,4,6,6,6,5,4,4,4,5.166666667,3,2,3,2,3,4,4,3,3,3,2.666666667,3.333333333,1,2,5,"20",1,2,1,1,2,1,1,1,1,"",1,"",2,2,1,1,1,1,2,3,"Versuchen herauszufinden, ob es einen Unterschied macht, ob man betet oder nicht. Mein Eindruck in den letzten 20 Jahren ist stark geworden, dass es keinen großen Untercheid macht, ob jemand betet oder nicht. Den Gerechten widerfährt im Schnitt so viel Unglück wie den Ungerechten und genau so vehält es sich auch mit dem Glück....",2,"",2,47,1,NA,14,11,20,54,57,7,103,137,16,15,434,NA,"21.03.2017 09:09",1,0,10,10,0,0,0.98,5,0.20600686831148385
29,NA,"y2qt80l7",56,14689,"18.03.2017 23:06",5,5,3,3,3,1,1,1,2,1,2,7,1.333333333,5,3,2,5,5,3,1,5,1,5,5,1.333333333,1,4,5,"28",1,2,2,2,2,1,1,1,1,"",1,"",4,2,2,2,2,1,1,5,"Die Auswirkung von Gebet auf den Betenden ",1,"die Abfolgen der Bilder/Töne in der Kürze der Zeit ",1,47,1,NA,8,8,18,53,98,13,72,66,18,19,373,NA,"18.03.2017 23:13",1,0,10,10,0,0,1.02,5,0.2127456187311517
444,NA,"04f89szo",40,9042,"30.04.2017 19:36",3,1,4,1,4.5,7,7,5,4,4,5,1,5.333333333,1,1,3,1,5,5,5,1,4,2,1.333333333,4,1,2,5,"34",4,2,1,1,2,1,1,1,1,"",1,"",1,1,2,1,1,1,1,3,"was mir Angst macht.
ob ich optimistisch eingestellt bin.",2,"",1,48,1,NA,9,13,27,71,151,12,108,70,16,8,485,NA,"30.04.2017 19:44",1,0,10,10,0,0,0.97,7,0.20222578368799743
262,NA,"55zo3e8b",54,5913,"20.03.2017 20:09",5,5,1,2,2.5,1,1,2,1,1,1,1,1.166666667,5,3,2,5,5,4,1,5,1,5,5,1.333333333,1,4,5,"46",1,2,4,2,2,2,2,1,1,"",1,"",3,1,2,1,2,1,2,5,"Wie sich Gebet auswirkt...?",2,"",1,48,1,NA,11,9,26,59,81,6,97,39,12,21,361,NA,"20.03.2017 20:15",1,0,10,10,0,0,1.09,7,0.20632245445871975
108,NA,"5vpvgfca",52,147610,"19.03.2017 17:43",5,5,2,5,1.5,3,2,1,3,1,2,7,2,3,5,3,3,5,5,4,3,3,5,3.666666667,3.333333333,1,4,5,"18",1,3,3,2,1,1,1,1,2,"mit Gott Beziehung pflegen",2,"mit Gott Probleme, Aufgaben usw. besprechen",1,2,1,1,1,1,1,5,"Ob Gebete streßreduzierend sind 
Ob Menschen durch Glaube ausdauernder an einer Sache dran sind
Ob gläubige Menschen weniger Zukunftsängste haben",1,"Gebete sind eine intime Beziehung mit einem liebenden Gegenüber und keine andächtige Versenkung. Ich eröffne damit einen heilsamen, stärkenden Raum, habe meinen Austausch mit Gott und habe es als Zumutung empfunden, mich in einen Zustand zu versetzen für Studienzwecke. Darum habe ich für alle an dieser Studie Arbeitenden gebetet, daß sie Gott erfahren mögen und erkennen können, daß man Ihn nicht wissenschaftlich sezieren kann.",1,48,1,NA,9,7,26,87,159,8,101,339,17,19,772,NA,"19.03.2017 17:55",1,0,10,10,0,0,0.83,2,0.20822644674634994
299,NA,"6qwdev3r",51,17426,"21.03.2017 15:42",5,5,5,3,4,2,4,4,4,2,3,4,3.166666667,3,3,2,2,4,4,3,3,3,3,2.666666667,2.666666667,1,4,5,"45",2,1,2,2,2,1,1,1,1,"",1,"",1,2,1,1,1,1,1,5,"Als Motivationsforscher möchtet ihr testen, ob eure Vorgabe (""die meisten Teilnehmer beten 10 bis 30 Minuten"" - als könne man das VOR der Studie wissen...) aufgegriffen wird und die Studienteilnehmer sich daran orientieren. Die Paarung von optischen und akustischen Harmonien und Disharmonien sollte die aktuelle Stimmung nivellieren für die nachfolgenden Fragen, die die optimistische oder pessimistische Lebenseinstellung der Probanden erheben.",1,"Mir fehlte im Studiendesign die Option ""keine Meinung"". Der Mittelwert, den ich in diesen Fällen oft vergeben habe, verfälscht das Ergebnis. Etliche Fragen fallen schlicht aus meiner Denkweise heraus. Zudem fehlten mir die Aspekte subjektiv-objektiv und irdisch-himmlisch. Gerade gläubige Menschen bewerten negative Lebensumstände häufig anders. Während mir objektiv gesehen einiges Negative im Leben widerfahren ist, reißt mich das nicht aus meiner Geborgenheit und Zuversicht durch meine enge Beziehung zu Gott. Die Frage nach der Gebetsdauer lässt die Möglichkeit aus, laufend, im Alltag, im Gespräch mit Gott zu sein. ",1,48,1,NA,8,11,44,372,368,10,139,1250,19,28,758,NA,"21.03.2017 16:20",1,0,10,10,0,0,0.58,1,0.20901767818938705
238,NA,"a5hjg1ft",47,204508,"20.03.2017 15:11",5,4,3,3,3,3,3,1,3,2,2,6,2.333333333,5,4,2,5,4,3,2,4,2,5,5,2,1,3,5,"26",2,2,2,1,2,1,2,1,1,"",1,"",3,1,2,2,2,1,1,5,"",2,"",2,48,1,NA,20,28,53,115,148,22,193,16,24,49,668,NA,"20.03.2017 15:22",1,0,10,10,3,2,0.7,18,0.20545486734458757
452,NA,"bdc27e3d",52,9833,"03.05.2017 20:02",5,2,2,5,1.5,1,1,5,5,1,1,7,2.333333333,3,3,2,3,4,2,3,2,1,5,3.666666667,2,1,4,5,"28",1,2,2,2,1,1,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"ob das Gebet Auswirkungen hat. Wieviele Leute wieoft  beten.",2,"",1,48,1,NA,11,15,27,63,103,14,141,120,28,10,532,NA,"03.05.2017 20:10",1,0,10,10,0,0,0.82,5,0.20735512862609912
27,NA,"dawdhynu",55,11673,"18.03.2017 23:03",5,5,3,3,3,4,4,5,5,3,4,3,4.166666667,4,4,2,2,4,3,3,3,3,3,3,2.666666667,1,3,5,"40",1,2,5,2,2,2,2,2,1,"",1,"",6,2,2,2,2,2,2,4,"",2,"",2,48,1,NA,10,7,28,39,54,11,114,9,17,25,314,NA,"18.03.2017 23:08",1,0,10,10,3,2,1.21,43,0.2128930870045206
214,NA,"dx8wwzv1",51,7033,"20.03.2017 08:19",5,5,3,3,3,3,4,6,5,6,3,6,4.5,2,3,2,2,4,2,5,3,4,5,3,3.666666667,1,2,5,"30",1,3,3,2,2,2,1,1,1,"",1,"",4,2,2,2,1,1,2,3,"",2,"",2,48,1,NA,10,11,23,63,91,11,108,11,18,8,354,NA,"20.03.2017 08:25",1,0,10,10,3,2,1.22,36,0.21373101532304936
344,NA,"dxpw3j0c",50,43328,"23.03.2017 13:54",5,4,1,4,1.5,4,4,5,4,2,3,5,3.666666667,3,4,2,3,4,1,3,4,3,4,3.333333333,2.666666667,1,3,5,"28",1,3,3,2,2,1,1,2,1,"",1,"",3,2,2,1,2,1,1,5,"Aufmerksamkeit. Gottesbezug.",1,"",1,48,1,NA,7,5,21,60,99,15,106,46,13,21,393,NA,"23.03.2017 14:00",1,0,10,10,3,3,1.1,10,0.21339906691310284
59,NA,"fd8mt5mn",43,12031,"19.03.2017 09:37",5,4,2,4,2,4,4,4,5,3,4,4,4,3,2,4,3,4,2,3,3,4,4,3.333333333,3.666666667,1,3,5,"34",2,2,2,2,2,1,1,1,1,"",1,"",0,1,1,1,1,1,1,4,"Die Auswirkungen des Gebetes. Inwieweit hat das Gebet Auswirkungen auf meine Haltung
gegenüber dem Leben.",1,"Eine lange Abfolge von Bildern. Die Frage habe ich mir gestellt, wie lange die Bilderabfolge geht.",2,48,1,NA,13,14,22,47,66,6,67,188,12,17,452,NA,"19.03.2017 09:44",1,0,10,10,0,0,1.01,6,0.20558819505716103
189,NA,"g7hh0v29",53,1070990,"19.03.2017 23:05",5,5,1,2,2.5,2,2,5,4,1,1,2,2.5,4,4,1,4,5,2,2,4,1,5,4.333333333,1.333333333,1,3,4,"",1,2,2,2,2,1,1,1,1,"",1,"",1,2,1,1,1,1,1,4,"Gute Frage. Vielleicht die Zusammenhänge und Auswirkungen von Gebet/Glauben auf unser Leben und Umfeld",2,"",2,48,1,NA,13,18,37,72,127,9,99,168,19,82,644,NA,"19.03.2017 23:16",1,0,10,10,0,0,0.64,0,0.20865490410176193
155,NA,"nooytc1v",47,921732,"19.03.2017 21:00",5,5,3,4,2.5,3,4,4,2,3,3,6,3.166666667,4,3,3,3,5,3,3,2,3,4,3.666666667,3,1,3,5,"20",2,2,4,2,2,1,2,1,2,"Bibelverse",1,"",4,2,2,1,2,1,2,5,"ob Gebet wirkt",1,"die Bilder",1,48,1,NA,25,14,52,117,204,16,313,149,21,78,989,NA,"19.03.2017 21:16",1,0,10,10,0,0,0.45,0,0.20509875905747477
45,NA,"poqv2xkf",51,26043,"19.03.2017 01:04",5,5,3,2,3.5,1,1,4,6,1,6,1,3.166666667,5,5,2,4,5,1,2,3,1,5,4.666666667,1.666666667,1,4,4,"",1,4,4,2,2,1,2,1,2,"das Wort Gottes - ich spreche es und danke dafür",1,"",6,2,2,2,2,2,2,5,"Ob der Glaube optimistischer macht",2,"",1,48,1,NA,6,15,25,35,102,6,166,55,11,10,431,NA,"19.03.2017 01:11",1,0,10,10,0,0,1.18,14,0.20588108006624556
30,NA,"u9ph2tko",47,7123,"18.03.2017 23:09",5,2,4,5,2.5,2,2,4,3,1,1,7,2.166666667,3,5,1,3,3,2,2,4,1,4,3.333333333,1.333333333,1,4,5,"30",1,3,6,2,2,2,1,2,2,"hörendes Gebet / Gespräch mit Gott",2,"Sprachengebet, ... ",5,2,2,2,2,2,1,5,"keine Ahnung",2,"",2,48,1,NA,6,7,13,55,51,5,76,20,9,11,253,NA,"18.03.2017 23:13",1,0,10,10,0,0,1.62,35,0.20239905318330983
194,NA,"xztxotgk",53,8060,"19.03.2017 23:21",5,5,3,4,2.5,1,1,4,5,1,1,7,2.166666667,5,3,2,3,4,4,3,3,1,5,4.333333333,2,1,4,5,"40",1,1,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"ob Stimmung und Gemüt mit der Intensität bzw. dem Umfang des Gebetslebens korreliert",2,"",2,48,1,NA,6,7,28,54,58,8,70,65,12,18,326,NA,"19.03.2017 23:27",1,0,10,10,0,0,1.17,9,0.20539666754014763
274,NA,"22hj305t",56,16643,"20.03.2017 21:30",5,5,2,3,2.5,4,5,6,5,5,7,3,5.333333333,2,3,4,2,5,2,4,3,4,2,2,4,1,3,5,"35",1,2,1,2,1,1,1,1,1,"",1,"",4,2,2,2,2,1,1,4,"Ob und wie Gebete wirken",1,"Die Fotos und Töne am Anfang",2,49,1,NA,8,6,31,49,106,11,97,50,11,26,395,NA,"20.03.2017 21:36",1,0,10,10,0,0,1.05,8,0.21211374190043902
41,NA,"2mwvt1zb",48,16777,"19.03.2017 00:28",4,3,2,4,2,3,2,7,4,1,6,7,3.833333333,4,5,2,4,3,1,3,5,2,5,4.333333333,2.333333333,1,3,5,"25",1,1,2,2,2,1,1,1,1,"",1,"",2,2,2,1,1,1,1,5,"Ob Gebet funktioniert",1,"Die Psycho- Fragen",2,49,1,NA,10,17,31,119,458,8,112,58,16,12,462,NA,"19.03.2017 00:42",1,0,10,10,0,0,0.84,4,0.209540085269203
294,NA,"akbdl7ns",40,38014,"21.03.2017 12:20",5,4,1,3,2,1,2,4,1,1,1,6,1.666666667,5,5,2,3,5,3,1,3,1,5,4.333333333,1.333333333,1,3,3,"",1,1,2,2,2,1,1,1,1,"",1,"",2,2,1,2,1,1,1,5,"",2,"",1,49,1,NA,11,13,21,39,59,10,93,15,19,17,297,NA,"21.03.2017 12:25",1,0,10,10,3,2,1.2,25,0.19923579690470009
237,NA,"dd3zlqof",39,5075,"20.03.2017 14:54",5,4,2,4,2,4,3,6,4,1,1,6,3.166666667,4,3,2,4,5,2,3,5,2,4,4,2.333333333,1,3,5,"45",1,2,4,2,2,2,2,1,1,"",1,"",5,2,2,2,2,1,2,4,"Wirkung spiritueller Erfahrung",2,"",1,49,1,NA,8,8,14,26,55,8,49,32,11,16,227,NA,"20.03.2017 14:57",1,0,10,10,0,0,1.51,26,0.18911692406405559
112,NA,"e4bdw4vt",46,16039,"19.03.2017 18:02",5,4,3,5,2,1,1,1,1,1,1,7,1,5,4,2,5,5,3,2,4,4,5,5,2.666666667,1,3,5,"40",2,1,3,2,1,1,2,2,1,"",1,"",3,2,1,1,2,1,2,4,"",2,"",2,49,1,NA,7,7,14,40,49,7,50,9,11,4,198,NA,"19.03.2017 18:06",1,0,10,10,3,2,1.75,73,0.18528849158940586
48,NA,"hn5q8le6",52,11765,"19.03.2017 05:00",5,5,4,2,4,1,1,7,1,1,1,6,2,5,2,1,3,5,2,3,3,2,4,4,2,1,4,5,"21",1,5,6,2,2,1,2,2,2,"Herz zu Herz Gespräch",2,"Gott genießen ",1,2,1,1,1,1,1,5,"Keine Ahnung",2,"",1,49,2,3,18,23,47,112,142,21,208,37,35,42,685,NA,"19.03.2017 05:12",1,0,10,10,0,0,0.61,5,0.18684952048228548
178,NA,"nfxmfn4q",52,1219265,"19.03.2017 22:30",3,3,3,3,3,4,3,4,4,2,3,6,3.333333333,4,3,3,4,4,3,2,3,1,4,4,2,1,3,4,"",1,1,2,2,2,1,1,1,1,"",1,"",2,2,1,1,1,1,2,4,"wie Menschen über verschiedene Lebenssituationen denken und dann dafür beten.",2,"",1,49,1,NA,11,9,20,51,65,7,58,99,14,32,366,NA,"19.03.2017 22:36",1,0,10,10,0,0,1.03,6,0.1884389071253908
54,NA,"u7d8w7c0",54,35203,"19.03.2017 07:55",5,5,3,3,3,4,4,4,4,4,4,4,4,5,5,1,5,5,1,1,5,1,5,5,1,1,4,5,"45",1,2,2,2,2,1,1,1,1,"",1,"",3,2,1,1,1,2,2,5,"Die Auswirkung des Gebets auf die mentale Verfassung des Betenden?",2,"",1,49,1,NA,14,8,37,45,95,13,77,34,22,25,370,NA,"19.03.2017 08:01",1,0,10,10,0,0,0.99,9,0.19205764121311336
