"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","bf","date"
295,"11/30/2017 10:03:35",6,1,22,1,5,5,3,5,3,4,4,3,3,4,3,4,5,2,2,4,5,4,4,4,5,4,3,2,2,4,2,5,4,5,1,2,3,4,5,4,5,3,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,3,5,4,5,1,1,1,2,1,2,1,1,1,2,2,1,3,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,5,1,"Wie sich WertschÃ¤tzung im sozialen Umfeld auf die Wahrnehmung ausÃ¼bt",1.6,1.75,2.5,3,1.5,3.25,1.5,1.5,2,1.5,2.5,2.6,1.5,3.33333333333333,2.2,2.2,1,2.66666666666667,1.2,1.5,1.33333333333333,1,1.25,2.1452380952381,1.59444444444444,1.86984126984127,NA,0,NA,"2017/11/30 10:03:35"
296,"11/30/2017 10:06:11",5,1,19,1,5,5,5,2,3,4,4,5,5,4,3,1,5,1,4,4,3,5,4,4,4,4,3,5,3,4,4,4,4,4,4,4,3,2,4,5,5,3,5,5,4,4,5,5,3,5,5,5,3,5,4,5,5,3,2,5,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,1,1,4,2,1,1,4,1,1,1,1,1,2,1,1,1,"Paarbindung",1.2,1.25,2.25,2,2,2.75,3.5,1.25,1.5,1.75,2.5,1.8,2.5,2,1.8,1,1.25,1.33333333333333,2,1.75,1.66666666666667,1,1,2.01785714285714,1.42222222222222,1.72003968253968,NA,0,NA,"2017/11/30 10:06:11"
297,"11/30/2017 10:10:54",6,2,26,1,2,1,1,5,4,5,4,4,3,4,2,1,4,4,2,4,4,4,5,4,4,3,2,2,1,4,2,4,2,1,1,1,4,4,3,4,1,2,4,4,4,4,1,1,4,3,5,2,2,2,4,5,4,3,5,4,1,2,2,1,3,2,2,4,3,2,2,2,2,5,5,5,1,1,4,2,2,1,1,2,4,2,2,4,2,2,4,5,5,2,2,2,2,2,"quantentheorie - triggern emotionaler stimulie",5,2.75,3.5,3,2,3.75,1.5,2.25,2,2,3.25,4.2,2,3.33333333333333,2.2,1.8,1.75,3.33333333333333,2.8,4.25,2,3.25,2.25,2.8952380952381,2.62592592592593,2.76058201058201,NA,1,0.9123454136646456,"2017/11/30 10:10:54"
298,"11/30/2017 10:47:31",6,2,40,1,3,4,4,2,3,4,4,2,3,5,4,2,2,3,2,4,4,4,4,5,4,4,2,3,3,2,3,3,2,2,1,3,3,2,4,3,5,5,4,2,4,3,2,4,4,4,5,2,4,4,4,2,3,2,3,4,5,2,2,1,2,1,2,4,3,2,2,2,2,3,3,2,1,2,4,3,2,3,3,4,3,2,2,4,4,3,4,4,4,2,2,2,1,4,"Die Reaktion auf unangenehme EindrÃ¼cke im verhÃ¤ltnis zur Emotionalen Situation einzuschÃ¤tzen.",1.8,3.5,1.75,2.75,2.25,2.75,3.75,2.5,2.75,1.75,2.75,4,1.75,4.33333333333333,2.6,1.8,1.5,3.33333333333333,3.6,3.5,2,2.5,2.5,2.74166666666667,2.59259259259259,2.66712962962963,NA,1,0.9657228363629334,"2017/11/30 10:47:31"
299,"11/30/2017 10:47:33",5,1,20,1,2,5,3,4,1,4,5,3,3,5,4,1,3,2,3,4,5,3,4,5,5,3,4,3,3,4,3,4,5,4,3,5,5,3,5,5,4,3,3,5,4,5,4,5,5,4,4,4,3,3,4,4,2,5,3,4,5,1,4,1,1,1,2,1,1,3,1,1,5,2,3,1,1,1,3,3,3,2,3,2,3,1,2,2,4,1,1,2,5,1,4,1,2,3,"irgendetwas mit SelbstwertgefÃ¼hl und wie sehr man durch Ã¤uÃŸere EInflÃ¼sse beeinflusst wird",1.2,2.25,2.5,2.75,1.5,3.5,2.5,3.25,2.25,2,2.5,2,1.25,1.66666666666667,3,1.4,1,1.66666666666667,2.4,2,4,2.5,1.25,2.22261904761905,2.13518518518519,2.17890211640212,NA,0,NA,"2017/11/30 10:47:33"
300,"11/30/2017 10:47:37",7,2,27,1,3,2,2,4,3,5,4,5,5,2,4,3,5,1,3,4,5,5,2,4,5,3,5,5,3,4,2,5,3,3,1,1,5,5,5,5,1,5,3,1,4,5,1,1,5,5,5,5,3,5,5,5,1,5,3,5,1,1,1,3,1,4,4,1,2,3,3,2,5,2,4,5,1,1,3,5,1,1,5,2,1,3,2,2,1,1,3,5,1,1,4,1,1,1,"Bestimmung der aktuellen GefÃ¼hlslage",4.8,1.5,1.5,2.75,1.25,3.25,2,3.75,1,1.5,2.25,2.6,1.5,3.66666666666667,3,2,2.75,2.33333333333333,2,1.5,3.33333333333333,2.75,1.75,2.37976190476191,2.37962962962963,2.37969576719577,NA,1,1.085442041009892,"2017/11/30 10:47:37"
301,"11/30/2017 10:48:11",4,1,23,1,3,5,5,4,3,3,4,4,4,4,4,2,3,4,4,4,3,4,3,4,4,3,4,1,4,4,2,3,3,4,3,4,4,4,4,4,4,4,2,2,2,3,3,5,4,4,4,3,4,4,4,4,2,4,3,3,5,1,1,1,1,2,1,2,3,2,2,2,2,1,1,2,1,1,2,2,3,1,1,1,2,2,2,1,2,3,2,1,4,1,3,1,1,1,"Wie nimmt sich eine Person in Bezug auf andere wahr- wie Ã¤ndert sich die Antwort bei Wiederholung",1.4,2,2,1.75,2.25,2.75,2.25,3.5,2.5,2.5,3.5,2.6,2.75,3,2,1.2,1.5,1.66666666666667,1.2,1.5,2.66666666666667,1.25,2.5,2.48214285714286,1.72037037037037,2.10125661375661,NA,0,NA,"2017/11/30 10:48:11"
303,"11/30/2017 11:25:53",5,1,18,1,4,4,3,4,2,2,3,4,2,3,2,2,3,2,4,3,4,4,4,3,4,4,3,3,3,4,3,4,4,4,2,3,4,4,3,4,4,2,4,3,4,4,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,2,4,1,1,1,1,1,2,2,3,1,1,1,1,2,1,1,2,1,2,2,4,1,3,1,1,2,"Emotionale Situation und Reaktion auf Bilder mit eindeutiger Bedeutung",2.4,2,3.5,3.25,2.5,3.25,2,2,2.25,2.75,3,2.4,2.25,3,2,1,1.25,1.66666666666667,1.6,1,3.33333333333333,1,1.5,2.61071428571429,1.59444444444444,2.10257936507936,NA,0,NA,"2017/11/30 11:25:53"
304,"11/30/2017 14:46:21",7,1,45,1,5,5,3,4,4,4,4,1,2,4,4,5,4,2,3,4,4,5,5,5,4,4,1,5,3,1,4,4,2,1,2,1,3,3,5,3,1,5,5,3,5,5,4,4,4,3,5,3,4,4,4,3,4,2,5,5,1,1,2,2,3,1,1,2,1,1,1,1,3,2,3,4,3,1,2,3,3,2,2,1,2,1,1,2,3,1,2,3,3,2,3,1,2,2,"Einfluss von Begriffen auf die Wahrnehmung von Bildern?",3.6,4,1.75,3.5,2,2.25,2.75,1.25,1.75,1.5,1.25,3.4,1.5,3.66666666666667,2.4,1.2,1.25,2,2.4,2,3,2.75,1,2.44047619047619,2,2.22023809523809,NA,1,1.2283733568307225,"2017/11/30 14:46:21"
305,"11/30/2017 14:46:44",8,1,43,1,4,4,3,5,3,4,4,2,3,4,3,2,3,4,4,3,4,4,4,4,4,4,4,2,3,4,3,4,4,3,4,4,4,4,4,3,5,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,"Etwas mit Reiz-Reaktion oder vielleicht auch, wie konsitent man Fragen beantwortet wenn man sie mehrfach und leicht umformuliert prÃ¤sentiert kriegt - oder was ganz anderes und alles andere hat nur abgelenkt.",1.8,3,3,2.75,2,3,1.75,2.25,2.25,2,3,2.2,2,2,2,1,1,1.66666666666667,1.4,1,2,1.25,1,2.35714285714286,1.36851851851852,1.86283068783069,NA,0,NA,"2017/11/30 14:46:44"
306,"11/30/2017 14:46:47",4,2,24,1,2,1,2,4,3,3,3,4,3,3,4,3,4,2,4,4,3,4,2,4,4,3,3,1,3,3,2,4,4,4,3,4,4,3,3,3,1,4,3,4,3,3,4,3,3,4,2,3,4,3,3,4,2,4,3,4,4,1,2,2,1,2,1,1,2,1,1,2,3,2,1,2,1,1,2,3,3,1,2,1,3,3,1,2,1,1,2,2,2,1,1,1,1,1,"Stimmungslange und Empfindlichkeit fÃ¼r unangenehme Dinge",3.4,2,2.25,3.5,2.5,3,2.75,3.75,2,3.25,3.5,2.4,2.75,2.33333333333333,1.8,1,2,1.66666666666667,1.2,2,2.33333333333333,1.5,1.5,2.81309523809524,1.66666666666667,2.23988095238095,NA,1,1.1405912548659158,"2017/11/30 14:46:47"
307,"11/30/2017 14:47:08",6,1,21,1,4,5,4,4,3,4,4,4,4,5,2,2,3,1,3,3,3,4,4,4,3,3,3,4,5,4,4,3,4,4,2,2,3,2,4,2,5,4,4,1,3,2,2,5,4,4,4,4,4,3,3,4,4,2,5,4,5,2,2,2,1,2,4,3,3,3,4,2,3,2,3,1,2,3,1,1,2,3,1,3,3,3,2,3,4,3,2,4,4,1,4,1,3,4,"Zu testen inwiefern sich meine aktuelle Situation/ meine aktuelle GefÃ¼hlslage auf meine Wahrnehmung/ mein Empfinden verschiedener EindrÃ¼cke auswirkt.",1.6,2,3,3.25,2.75,2,2.25,2,2.5,2.25,2.75,2.8,2.5,4.33333333333333,2.2,3.2,2,1.33333333333333,3.2,2.75,3,2.25,2.5,2.5702380952381,2.49259259259259,2.53141534391534,NA,1,1.217063164294367,"2017/11/30 14:47:08"
308,"11/30/2017 14:47:13",5,1,20,1,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,3,2,1,4,3,3,3,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,1,4,4,3,2,2,4,2,4,4,4,4,4,3,3,3,3,4,2,3,4,3,3,2,2,2,2,3,3,4,3,2,2,2,4,2,3,4,"PersÃ¶nlichkeitsforschung",4.4,4,3,4,3.75,4,3.25,3.75,3.25,3.5,4,3.6,3.75,3,3,3.8,2.25,2.33333333333333,2.6,2.5,4,3.25,3.5,3.66071428571429,3.02592592592593,3.34332010582011,NA,1,1.2156118409598928,"2017/11/30 14:47:13"
309,"11/30/2017 14:47:33",6,1,18,1,4,1,1,5,2,4,3,4,2,4,4,2,5,1,4,4,2,5,3,3,5,3,3,1,2,4,3,4,4,4,2,3,4,5,4,4,1,4,4,3,2,3,4,1,1,4,5,4,3,4,4,4,3,4,5,5,1,1,3,1,1,1,1,1,1,3,1,3,1,1,4,2,2,1,3,4,3,1,1,1,1,1,1,1,1,2,1,1,4,1,2,1,1,1,"Assozation von GefÃ¼hlen auf bestimmte bilder im Zusammenhang mit der eigenen PersÃ¶nlichkeit (RÃ¼ckschlÃ¼sse?)",4.6,2,2,4,2,3.5,1.25,2.5,1.25,2,3.5,2.2,4,3,2.8,1,1,1.66666666666667,1,1,2,2.5,1.75,2.7,1.63518518518519,2.16759259259259,NA,0,NA,"2017/11/30 14:47:33"
310,"11/30/2017 14:47:48",5,1,21,1,4,4,4,4,3,2,4,3,3,3,3,3,3,2,3,3,4,4,5,4,4,4,3,3,4,2,4,4,3,3,2,3,3,3,3,3,4,3,4,2,3,4,3,4,4,4,4,3,4,3,4,3,4,1,3,3,4,1,3,1,2,3,1,3,2,2,2,3,4,3,3,3,2,1,3,2,4,3,2,2,3,1,3,3,2,2,2,2,2,1,3,1,1,2,"Eventuell bestand das Ziel der Studie darin, den Zusammenhang des momentanen GemÃ¼tszustandes und dem Empfinden der Bilder als unangenehm zu untersuchen.",2.2,2.75,3,3,2,2.25,3,1.75,2.75,2.75,2.75,3,2.25,4.33333333333333,2,1.2,1.5,2,2,3,3.66666666666667,3,2.5,2.69880952380952,2.31851851851852,2.50866402116402,NA,1,1.2141609481521074,"2017/11/30 14:47:48"
311,"11/30/2017 14:48:15",5,2,19,1,3,2,2,4,4,5,4,5,3,3,3,2,3,4,4,4,5,5,3,4,5,5,5,3,5,5,3,4,5,5,3,5,3,5,3,3,1,2,3,4,4,3,4,4,5,5,5,5,5,3,4,5,3,3,4,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,3,1,1,4,2,4,2,1,2,1,1,1,1,3,1,1,1,3,1,1,1,1,1,"Die Toleranz fÃ¼r unangenehme Situationen bei Menschen in verschiedenen Phasen im Leben festzustellen.",3.2,1,3,3,1.75,1.75,1.5,3,2.25,1.5,3.25,1.4,1.5,2.66666666666667,1.6,1,1.25,2,1.6,1,2,2.5,1,2.19761904761905,1.55,1.87380952380952,NA,0,NA,"2017/11/30 14:48:15"
312,"11/30/2017 14:48:27",5,2,20,1,5,5,5,3,4,5,4,3,3,4,4,4,5,4,3,5,4,5,4,4,5,4,3,1,3,3,4,5,4,3,3,4,4,3,5,4,5,3,5,4,4,4,3,3,4,4,5,3,2,4,5,3,3,3,5,5,4,1,1,1,1,1,1,1,4,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,3,1,2,2,1,1,1,1,1,2,"Evtl. einen Zusammenhang zwischen der eigenen EinschÃ¤tzung der Person und deren Empfinden in Bezug auf die Bilder herauszufinden",1.8,2.75,2,2,1.25,2.75,2.5,1.75,1.25,1.25,2.75,2.8,2,2.66666666666667,1.2,1.2,1.25,1.66666666666667,2,1.25,1.66666666666667,1.25,2,2.10833333333333,1.49814814814815,1.80324074074074,NA,0,NA,"2017/11/30 14:48:27"
313,"11/30/2017 15:09:11",5,1,23,1,5,5,4,4,3,3,5,4,4,4,5,4,4,5,5,4,5,5,4,4,5,4,3,3,4,3,3,5,4,5,1,2,4,3,5,4,5,4,5,1,4,5,4,5,5,5,4,4,5,4,5,5,4,3,3,4,5,1,2,1,2,2,1,1,2,1,1,1,4,2,5,2,3,1,2,1,1,3,1,1,2,2,2,2,4,2,1,1,2,1,3,1,5,3,"Das Empfinden der Bilder in AbhÃ¤ngigkeit der momentanen GefÃ¼hlslage analysieren",1.6,1.25,1.75,1.75,1,2.25,2.75,1.5,1.75,2,2,2,1.5,4.33333333333333,1.6,1.8,1.5,1.33333333333333,2.2,1.75,2.66666666666667,3,1.75,1.95952380952381,1.95555555555556,1.95753968253968,NA,0,NA,"2017/11/30 15:09:11"
314,"11/30/2017 15:09:21",2,1,51,1,5,5,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,5,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1," ",1,1.25,1,1.5,1,1.5,1.25,1,1.5,1,1.75,1,1,1.66666666666667,1.8,1,1,1,1.2,1.5,1.66666666666667,1.25,1,1.24404761904762,1.26851851851852,1.25628306878307,NA,0,NA,"2017/11/30 15:09:21"
315,"11/30/2017 15:09:29",5,2,22,1,3,5,5,3,5,4,4,4,3,4,5,3,2,2,5,5,5,2,4,3,4,4,5,4,3,3,5,3,5,3,2,3,2,4,3,4,5,4,4,2,4,4,3,4,3,3,4,4,4,4,3,4,2,5,4,2,5,3,2,2,3,2,3,5,2,2,4,3,4,4,3,1,1,3,3,1,4,2,1,2,4,3,3,4,2,4,2,2,5,3,4,1,3,3,"Den Einfluss von Formulierungen auf die eigenen EinschÃ¤tzung herauszufinden",1.6,2.5,1.5,2.5,2.5,1.75,2.5,2.75,4,2.25,2.25,1.6,2.25,3,2,3.2,2,2.66666666666667,2.4,4.25,4,2,3,2.35357142857143,2.83518518518519,2.59437830687831,NA,1,1.2127107692526113,"2017/11/30 15:09:29"
316,"11/30/2017 15:09:37",7,1,22,1,4,5,4,4,4,4,5,4,4,3,4,3,3,4,4,4,5,5,4,4,4,3,3,3,4,2,4,4,3,5,3,3,4,2,5,4,5,4,5,2,4,4,4,3,4,4,4,3,5,5,5,4,4,2,5,4,4,2,2,4,4,1,2,2,1,1,2,2,3,4,2,3,2,2,3,2,3,4,2,3,4,4,3,2,4,2,2,5,2,1,4,1,1,4,"Zu prÃ¼fen ob Selbstwert durch die unangenehmen Bilder oder WÃ¶rter geschwÃ¤cht wird",2,1.75,1.75,2,1.5,1.75,2.75,1.75,2,2,2.75,2.6,1.75,3.66666666666667,1.8,1.8,2.5,2,4,3,3.33333333333333,2.75,2,2.14404761904762,2.57592592592593,2.35998677248677,NA,1,1.3836669970917264,"2017/11/30 15:09:37"
317,"11/30/2017 15:09:41",4,2,20,1,3,4,4,4,4,5,4,4,4,3,4,2,2,3,5,3,3,4,3,4,5,3,4,3,3,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,3,3,4,3,3,4,4,5,4,3,4,5,3,3,4,3,3,2,1,2,1,1,2,1,3,2,2,3,3,2,2,3,2,2,4,2,3,2,1,1,2,3,3,3,2,3,2,3,4,2,4,1,1,1,"Wie sieht meine aktuelle Lebenssituation aus und wie schÃ¤tze ich meine sozialen kontakte ein?",2.8,1.75,2.5,2.25,1.75,2.25,2,3,3,2,3.25,1.6,2.75,2.33333333333333,2.2,1.8,1.75,2.66666666666667,1.6,2,3.33333333333333,2,3,2.37380952380952,2.26111111111111,2.31746031746032,NA,1,1.2778480461869866,"2017/11/30 15:09:41"
318,"11/30/2017 15:09:47",3,1,23,1,4,4,4,4,3,4,4,3,4,4,4,2,4,2,3,4,4,4,4,4,4,3,4,2,3,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,3,3,4,4,3,4,3,3,4,3,3,4,4,4,4,4,2,2,1,2,1,1,2,1,1,2,2,3,2,4,1,1,2,2,1,3,2,1,2,3,2,1,2,1,1,3,2,3,2,4,1,2,2,"Die Anschauungsdauer und Empfindung der ""unangenehmen Bilder"" zu messen, nachdem man mit positiven Bildern konfrontiert wurde. <br>--> hÃ¤lt man die Bilder lÃ¤nger aus?<br>--> wie hÃ¤ngt das mit der emotionalen Verfassung in letzter Zeit zusammen?",2,3,2,2.75,2.25,2.75,2,2,2.25,2.5,3.25,2.6,2,2,1.4,1.8,1.25,2.33333333333333,1.8,2.25,3.33333333333333,2.25,1.25,2.38214285714286,1.96296296296296,2.17255291005291,NA,0,NA,"2017/11/30 15:09:47"
321,"11/30/2017 15:11:35",5,2,23,3,4,3,4,5,4,2,4,4,3,4,3,4,5,3,3,4,4,3,4,5,4,3,3,4,4,4,4,5,4,4,3,1,3,4,4,5,2,3,4,2,4,3,3,4,4,4,4,4,4,4,5,4,3,2,4,4,4,2,4,2,2,4,2,1,1,2,2,1,2,1,3,2,3,1,4,5,4,2,2,3,1,2,2,1,2,3,1,4,4,1,4,1,4,5,"Selbst- und Fremdempfinden",3.2,2,2.5,2.25,1.5,2,1.75,2.25,2.25,2.75,2.25,2.6,1.75,3.66666666666667,3.2,2.2,2.25,2,3.2,1,3.33333333333333,2.75,1.75,2.33690476190476,2.40925925925926,2.37308201058201,NA,1,1.2765281804120938,"2017/11/30 15:11:35"
322,"11/30/2017 15:35:22",7,1,24,3,5,5,3,5,4,4,5,5,4,3,4,1,5,4,4,5,5,4,5,4,5,4,5,5,3,5,5,4,4,5,5,5,5,4,5,5,5,4,5,3,5,4,5,5,5,5,5,4,3,4,5,5,4,3,5,4,5,1,1,1,1,1,1,1,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1," ",1,1,1.75,2,1.25,2.25,1.25,1.25,1.5,1.5,2.75,1.6,1.25,2.33333333333333,1.2,1,1,1,1,1.25,2.66666666666667,1,1.5,1.6202380952381,1.29074074074074,1.45548941798942,NA,0,NA,"2017/11/30 15:35:22"
323,"11/30/2017 15:46:57",7,2,20,1,3,4,4,5,4,4,4,4,3,4,3,3,2,5,3,4,4,5,5,5,5,3,5,5,3,5,3,5,2,4,4,4,5,3,4,4,5,4,4,4,5,3,3,4,4,4,4,4,3,3,4,4,4,3,4,5,3,1,2,2,2,2,2,3,4,2,2,2,1,1,1,5,1,1,2,2,3,2,2,1,1,3,2,3,2,1,2,2,2,1,1,1,1,1,"EigenstÃ¤ndigkeit/Selbstbewusstsein/Selbstvertrauen/SelbstwertgefÃ¼hl der Teilnehmer in Beziehungen und Arbeit/Schule/Studium, Umgang mit unangenehmen Situationen",2,2,2.5,2,1.5,2.75,1.75,2,1.75,2.25,2.25,2.6,1.5,2.33333333333333,1.8,1.4,2,1.66666666666667,1.6,2,1.66666666666667,2.5,2.25,2.08452380952381,1.87592592592593,1.98022486772487,NA,0,NA,"2017/11/30 15:46:57"
327,"11/30/2017 16:05:30",6,1,23,1,2,4,4,4,2,2,4,4,4,4,4,2,4,3,4,3,2,4,3,4,4,3,2,3,2,4,2,4,3,4,3,4,3,4,4,4,4,4,5,4,3,3,3,3,4,3,4,3,3,4,4,3,3,4,3,4,2,2,2,2,2,3,2,1,3,2,2,3,3,3,3,2,3,2,4,2,4,3,2,3,3,2,3,3,2,3,4,2,3,3,3,2,2,2,"Eigene Empfindungen in der letzten Zeit beurteilen, GefÃ¼hlszustÃ¤nde reflektieren und wahrnehmen",2.6,2.5,2.25,2.25,2,3.75,2.25,2.75,2.25,2.75,3,3,2.75,2.33333333333333,2.4,2,2.25,3.66666666666667,2.2,2.5,3.33333333333333,2.5,3,2.60238095238095,2.65,2.62619047619048,NA,1,1.369034221415242,"2017/11/30 16:05:30"
332,"11/30/2017 16:12:46",5,1,22,1,4,5,4,5,4,3,4,3,4,4,4,3,4,3,3,4,4,5,4,5,5,4,4,5,4,3,5,5,4,3,3,5,4,4,4,5,5,4,5,3,4,3,3,5,4,3,5,3,4,5,4,3,4,4,4,5,5,1,2,1,1,3,1,2,2,1,2,1,3,1,1,1,1,1,1,1,3,2,3,1,2,2,1,1,1,1,1,1,5,1,2,1,2,1,"Einfluss von vorherschenden Emotionen auf Toleranz unangenehmer Reize erforschen?",1,3,1.75,2,1.5,1.75,2,1.75,1.5,2,2.25,2.6,1.75,2.66666666666667,2.2,1.4,1.75,1,1,1.5,2.66666666666667,1.5,1.25,1.96547619047619,1.58518518518519,1.77533068783069,NA,0,NA,"2017/11/30 16:12:46"
334,"11/30/2017 16:13:50",5,1,21,1,4,3,2,5,5,5,5,5,3,4,2,3,5,4,5,3,5,4,5,5,5,4,5,1,3,5,5,5,5,4,5,3,5,5,5,3,1,2,4,5,5,5,5,3,5,5,5,5,4,3,4,4,5,3,5,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,3,2,2,2,1,1,3,2,1,3,2,1,2,2,2,1,2,1,1,1,"Emotionen und Selbstwert in Verbindung zu bringen",3.6,1.5,3.5,3,1.25,1.75,1,1.5,1.5,1.25,2.75,1,1,1.66666666666667,1.4,1.2,1.5,2,1.4,2,1.66666666666667,1.75,1,1.87619047619048,1.5462962962963,1.71124338624339,NA,0,NA,"2017/11/30 16:13:50"
335,"11/30/2017 16:26:10",6,1,22,1,3,5,4,3,2,3,4,4,5,4,4,2,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,2,3,4,3,5,2,3,3,5,5,4,4,3,3,4,3,5,3,4,4,3,3,4,4,4,2,3,3,3,5,2,2,2,2,2,2,1,2,1,2,3,4,2,4,3,3,2,2,1,3,3,1,1,2,2,2,1,2,3,2,2,4,2,2,2,2,2," ",1,2,2.25,1.75,2.75,3.75,3,3,3.25,2.75,3,3.2,3.25,3,2,2,2,2,1.8,1.5,3,3,2.5,2.71071428571429,2.2,2.45535714285714,NA,1,1.4725136527616873,"2017/11/30 16:26:10"
336,"11/30/2017 16:31:54",6,2,18,1,3,2,4,3,4,4,4,4,3,3,2,1,3,4,3,4,4,4,4,5,4,4,3,2,3,4,4,3,3,4,4,4,4,3,3,3,1,4,2,3,5,3,3,4,5,5,4,3,4,3,3,4,3,3,2,4,1,1,2,2,2,1,1,3,2,3,1,2,3,3,1,2,4,1,4,1,2,1,1,2,3,3,2,4,3,1,3,2,3,2,3,1,1,2,"Die GemÃ¼tshaltung des durchschnittlichen Individuums im Herbst herauszufinden.",3.6,1.75,2.75,2.5,2.5,2.25,3,3,2.25,2.25,3.75,3,1.25,2.66666666666667,2.4,1,1.75,3,2.2,3.25,2.66666666666667,1.5,1.75,2.60833333333333,2.16851851851852,2.38842592592593,NA,1,1.5886312436833936,"2017/11/30 16:31:54"
337,"11/30/2017 16:36:20",7,2,21,1,3,1,1,4,3,2,3,2,2,2,2,1,4,2,1,2,3,4,3,4,4,4,2,5,3,4,3,3,3,3,4,2,4,2,4,2,1,3,3,2,4,2,1,2,3,3,2,2,2,2,3,3,1,2,3,3,1,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,5,1,1,4,2,1,1,2,2,4,2,2,2,4,1,1,1,2,2,"Die allgemeine GefÃ¼hlslage von Probanten in AbhÃ¤ngigkeit der Jahreszeit zu untersuchen",4.6,3.25,3.75,4.25,2.75,3.25,2.75,3.5,2.25,3,3.5,4.2,2.5,3.33333333333333,3.6,2.2,1.5,1.66666666666667,2.4,1.75,1.33333333333333,2,2,3.34880952380952,2.05,2.69940476190476,NA,1,1.8455599828549543,"2017/11/30 16:36:20"
339,"11/30/2017 16:46:46",7,1,25,1,4,4,3,3,3,4,3,4,3,4,3,3,4,2,4,3,3,4,4,3,3,2,4,2,2,3,3,3,4,4,3,2,3,2,3,3,5,3,4,3,4,4,4,4,4,5,3,4,3,3,3,4,3,4,4,4,4,2,1,2,3,1,2,2,2,1,3,1,1,1,1,1,1,1,2,1,2,1,1,2,3,2,1,1,2,1,2,3,3,1,2,1,2,2,"zu sehen ob durch die Bilder negativere Antworten gegeben werden",2.2,1.75,3,3.25,3,3.25,3,2.25,2.25,3,2.75,2,2.5,2.66666666666667,1.4,2,1.5,1.66666666666667,2.4,1.75,1.66666666666667,1,1.25,2.63333333333333,1.62592592592593,2.12962962962963,NA,0,NA,"2017/11/30 16:46:46"
