"CASE","Datum","Uhrzeit","DE01","DE01_03","DE02_01","DE03","DE04","DE04_02","DE04_03","DE06","DE07","DE05","DE05_06","DE09","DE09_08","DE10","DE10_02","DE18","PA01_01","PA01_02","PA01_03","PA01_04","PA01_05","PA01_06","PA01_07","PA01_08","PA01_09","PA02_10","PA02_11","PA02_12","PA02_13","PA02_14","PA02_15","PA02_16","PA02_17","PA02_18","CPUI_Score","PE02_01","PE02_02","PE02_02r","PE02_03","PE02_03r","PE02_04","PE02_05","PE02_06","PE02_07","PE02_07r","PE02_08","PE02_08r","PE02_09","PK01","PK02","PK03","PK04","PK05","PT01","PT02","PT03","PT04_01","SC01","SW01_01","SW01_02","SW01_03","SW01_04","SW01_05","SW02_06","SW02_07","SW02_08","SW02_09","SW02_10","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME","sums","BF"
1025,"12.01.2018","21:43:34",2,"",28,1,1,NA,NA,NA,5,1,"",7,"",1,"",276,4,5,1,3,1,1,3,5,2,6,2,2,2,2,3,2,4,7,"3.055555556",5,1,5,1,5,4,4,4,2,4,2,4,3,1,2,3,3,3,2,4,3,"Pornographiesucht",2,3,3,3,2,3,3,3,3,2,3,"43112.93528",1,0,13,13,0,0,0.56,4,27,1.8193481649208292
1026,"12.01.2018","21:43:38",2,"",28,1,3,NA,8,4,NA,1,"",7,"",1,"",840,2,1,1,1,1,2,5,2,7,7,2,2,2,2,2,2,1,1,"2.388888889",5,1,5,1,5,3,2,2,3,3,1,5,2,1,3,3,1,1,3,4,3,"pornographiesucht",2,3,3,2,3,3,3,3,3,3,3,"43112.93709",1,0,13,13,0,0,0.56,2,27,1.9101387538456769
1027,"12.01.2018","21:51:28",3,"apache",24,1,1,NA,NA,NA,4,2,"",7,"",2,"1",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,3,3,3,3,3,3,3,3,3,3,3,3,2,NA,NA,NA,1,NA,NA,NA,"",2,2,3,2,3,3,NA,NA,NA,NA,NA,"43112.91369",0,0,10,10,0,0,1.18,30,22,1.7638045173641688
1028,"12.01.2018","21:53:38",2,"",23,1,1,NA,NA,NA,3,1,"",6,"",1,"",276,5,5,1,3,6,3,4,3,5,7,2,2,2,3,3,2,1,6,"3.5",5,1,5,3,3,4,5,4,2,4,2,4,5,1,3,4,1,1,3,4,4,"",2,3,2,3,4,3,3,2,3,3,3,"43112.91972",1,0,13,13,2,1,1.17,17,26,1.8067721562349977
1035,"12.01.2018","22:26:25",2,"",33,1,3,NA,7,4,NA,1,"",5,"",1,"",276,2,1,1,3,3,2,3,5,1,7,4,3,3,2,2,2,3,2,"2.722222222",4,1,5,2,4,4,3,3,2,4,2,4,2,1,3,3,1,1,3,4,3,"",2,3,3,3,3,3,3,3,3,3,3,"43112.94041",1,0,13,13,2,1,1.23,16,25,1.8058494806037746
1037,"12.01.2018","22:33:11",1,"",25,1,3,NA,2,4,NA,1,"",7,"",1,"",276,1,1,1,3,1,1,1,1,5,7,1,1,1,3,5,1,1,1,"2",3,1,5,3,3,5,5,4,1,5,1,5,3,1,7,4,1,1,3,4,3,"Suchkonsum von Pornigraphie",2,3,3,3,3,3,3,4,3,3,3,"43112.94661",1,0,13,13,0,0,0.92,5,20,1.582878358561241
1040,"12.01.2018","23:35:17",1,"",28,1,1,NA,NA,NA,4,1,"",7,"",2,"evangelisch-lutherisch",276,1,1,1,1,2,1,7,1,1,6,2,1,7,2,1,1,6,5,"2.611111111",4,2,4,5,1,5,4,4,5,1,2,4,5,1,7,4,1,1,3,4,3,"Pornosucht?!",2,3,3,2,2,2,2,3,2,2,3,"43112.99201",1,0,13,13,0,0,0.68,2,26,1.619662662449745
1041,"12.01.2018","23:37:47",2,"",23,1,1,NA,NA,NA,3,1,"",7,"",1,"",276,1,1,1,1,7,1,7,5,7,7,1,1,1,1,7,1,5,5,"3.333333333",5,1,5,1,5,3,5,2,4,2,1,5,1,1,3,3,1,1,1,4,4,"Auswirkung von Pornographie auf das Selbstbewusststein.",2,2,3,3,4,4,4,4,3,3,3,"43112.98947",1,0,13,13,0,0,1.45,23,30,1.813063176692604
1042,"12.01.2018","23:41:26",1,"",23,1,3,NA,4,2,NA,1,"",7,"",2,"katholisch",-1,1,1,1,1,1,4,2,1,1,4,1,1,1,1,7,1,2,1,"1.777777778",2,2,4,4,2,4,4,3,4,2,3,3,1,1,6,4,1,1,2,4,4,"",2,3,3,3,3,3,3,3,3,3,3,"43112.9923",1,0,13,13,2,1,1.24,16,19,1.5477334638736624
1043,"12.01.2018","23:42:47",1,"",23,1,2,20,NA,4,NA,3,"",7,"",1,"",276,1,1,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.222222222",3,2,4,3,3,5,4,4,4,2,4,2,2,1,4,3,1,1,1,4,4,"Pornographiekonsum und Selbstvertrauen",2,3,3,2,2,3,3,2,2,2,3,"43112.99307",1,0,13,13,16,16,1.21,46,17,1.2694654525627542
1046,"13.01.2018","00:14:43",2,"",23,1,2,11,NA,3,NA,1,"",7,"",1,"",31,1,1,1,2,7,3,7,1,1,7,1,1,2,1,1,1,1,1,"2.222222222",2,2,4,3,3,2,4,1,4,2,2,4,1,1,4,4,1,3,2,4,2,"Affection of pornography in daily life of people",NA,2,3,4,3,3,3,2,2,3,2,"43113.01911",1,0,13,13,2,2,0.81,16,29,1.3775565424543617
1047,"13.01.2018","00:19:10",2,"",29,1,1,NA,NA,NA,5,1,"",7,"",2,"Christlich-russisch-orthodox",-1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,"1.277777778",4,1,5,2,4,3,4,3,3,3,3,3,3,1,7,5,1,1,3,4,4,"Auswirkung der Pornografie auf Selbstsicherheit",2,3,3,3,2,2,3,3,2,2,3,"43113.02039",1,0,13,13,0,0,0.98,9,30,1.5289130704988445
1048,"13.01.2018","00:19:38",2,"",22,1,1,NA,NA,NA,6,1,"",5,"",1,"",276,2,6,1,5,2,1,6,6,6,7,2,2,1,4,4,2,6,6,"3.833333333",4,1,5,1,5,4,4,2,4,2,2,4,2,1,2,4,1,1,2,4,4,"persönliche sicherheit durch pronographiekonsum",2,4,4,3,3,3,4,3,4,4,4,"43113.01821",1,0,13,13,0,0,1.33,19,29,1.6683768988971805
1052,"13.01.2018","00:34:56",1,"",22,1,1,NA,NA,NA,4,1,"",5,"",1,"",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,2,4,2,4,4,3,3,2,4,2,4,2,2,NA,NA,NA,1,2,4,4,"keine ahnung",2,2,2,3,2,3,2,3,3,2,3,"43113.02905",1,0,13,13,0,0,1.33,20,25,1.6674533597542287
1055,"13.01.2018","01:42:36",2,"",26,1,1,NA,NA,NA,4,1,"",3,"",1,"",276,1,1,1,1,3,3,2,2,3,1,5,5,4,3,7,2,1,6,"2.833333333",1,5,1,5,1,1,1,1,5,1,5,1,1,1,3,2,1,1,4,3,3,"",NA,3,3,3,3,2,2,2,3,3,3,"43113.09682",1,0,13,13,4,3,0.66,3,24,1.6271890427079214
1057,"13.01.2018","01:46:46",2,"",25,1,3,NA,5,4,NA,1,"",7,"",1,"",276,1,1,1,2,5,3,6,2,2,7,1,5,1,2,4,1,5,2,"2.833333333",3,1,5,2,4,4,4,2,4,2,3,3,1,1,3,3,1,1,3,4,4,"Um den Konsum von pornographischen Medien und ihren Einfluss auf das Privatleben, der Bewältigung von Problemen und sozialen Interaktion.",2,2,3,3,3,4,3,4,3,3,3,"43113.08781",1,0,13,13,0,0,0.48,0,28,1.7410154430602383
1058,"13.01.2018","02:20:08",2,"",25,1,1,NA,NA,NA,4,3,"",3,"",1,"",276,2,2,2,2,2,2,2,2,2,2,2,6,2,2,6,2,2,2,"2.444444444",2,2,4,2,4,2,2,2,2,4,2,4,2,1,1,1,1,2,NA,NA,NA,"",2,2,2,2,2,2,NA,NA,NA,NA,NA,"43113.09868",0,0,10,10,0,0,2.01,86,21,1.575106597542572
1059,"13.01.2018","03:33:56",2,"",23,1,1,NA,NA,NA,3,1,"",7,"",1,"",276,1,1,1,1,7,5,6,1,7,7,1,1,4,4,1,1,1,4,"3",4,1,5,1,5,4,4,2,1,5,1,5,3,1,5,3,1,1,2,4,4,"Beeinflussung von Pornographie
",2,2,3,3,3,3,3,3,3,3,3,"43113.15597",1,0,13,13,0,0,0.94,5,24,1.5379046344405822
1060,"13.01.2018","08:37:07",2,"",24,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,1,1,1,1,6,1,5,1,1,7,1,1,1,1,3,1,1,2,"2",5,1,5,1,5,5,5,2,1,5,1,5,4,1,3,4,1,1,3,4,4,"Auswirkung von Pornographie auf Lebensgestaltung im Alltag",2,4,4,4,3,3,3,3,3,3,3,"43113.36691",1,0,13,13,0,0,0.79,4,33,1.8161111199769795
1061,"13.01.2018","08:46:55",2,"",34,1,3,NA,5,4,NA,1,"",7,"",1,"",276,1,1,1,2,3,2,4,1,2,7,1,NA,4,1,2,2,5,3,"2.470588235",2,2,4,4,2,4,4,3,5,1,2,4,1,1,4,3,1,1,3,3,3,"Pornusucht und Einfluss des Konsums auf das Selbstbewusstsein",2,4,3,3,2,2,3,3,3,3,3,"43113.37306",1,0,13,13,2,2,1.03,10,28,1.946925571932907
1062,"13.01.2018","09:04:56",2,"",25,1,1,NA,NA,NA,3,1,"",7,"",1,"",276,1,3,1,2,1,1,1,2,1,7,1,1,1,1,1,1,1,1,"1.555555556",4,1,5,3,3,5,5,5,2,4,2,4,4,1,3,2,1,1,2,4,3,"Konsum und Einfluss von Pornografie auf den Alltag",2,3,4,3,3,3,3,4,4,3,3,"43113.38736",1,0,13,13,0,0,0.79,4,20,1.709738802706787
1063,"13.01.2018","10:17:32",2,"",25,1,1,NA,NA,NA,5,1,"",7,"",1,"",276,1,1,1,4,1,1,2,2,1,7,1,1,1,4,1,1,1,2,"1.833333333",5,1,5,1,5,5,5,5,3,3,3,3,3,1,3,3,1,1,2,3,2,"Geisteswissenschaftler denen kein richtiges Thema einfällt und stattdessen irgendeine bedeutungslose ""Studie"" erstellen um einen beudeutungslosen Abschluss zu bekommen.",2,3,4,3,3,4,3,3,3,3,3,"43113.43678",1,0,13,13,0,0,1.03,9,24,1.668721422671767
1064,"13.01.2018","10:23:18",2,"",24,1,3,NA,7,3,NA,1,"",7,"",1,"",156,1,1,1,1,4,4,5,1,6,7,3,3,4,4,6,1,1,6,"3.277777778",4,1,5,2,4,4,3,2,2,4,2,4,5,1,1,4,3,3,2,4,4,"ob pornokonsum das leben beeinträchtigt",2,3,3,3,3,3,3,3,3,3,3,"43113.44094",1,0,13,13,0,0,0.95,3,27,1.7457961475832129
1066,"13.01.2018","10:57:07",2,"",21,1,3,NA,5,2,NA,1,"",5,"",2,"evangelisch lutherisch",276,2,2,1,4,6,3,4,5,5,7,4,2,3,2,4,1,3,2,"3.333333333",5,1,5,1,5,4,4,4,2,4,2,4,2,1,3,2,1,1,2,4,3,"",2,3,3,3,2,2,3,3,3,2,2,"43113.46193",1,0,13,13,2,1,1.13,11,30,1.9515898364752258
1071,"13.01.2018","12:08:32",2,"",57,3,3,NA,35,2,NA,1,"",4,"",1,"",276,3,1,1,3,4,1,4,1,7,7,4,1,4,4,4,1,1,1,"2.888888889",4,1,5,2,4,5,5,5,4,2,3,3,3,1,5,5,1,1,3,4,3,"",2,3,4,3,3,3,3,3,3,3,3,"43113.51362",1,0,13,13,2,1,0.77,2,27,2.046881758863627
1072,"13.01.2018","12:12:47",2,"",31,1,3,NA,8,2,NA,3,"",7,"",2,"Christentum",276,4,6,1,3,5,2,3,4,7,7,4,6,6,4,4,2,4,5,"4.277777778",2,1,5,1,5,5,4,4,3,3,1,5,2,1,2,3,2,2,2,4,4,"Ob mich Pornografie optimistischer macht.",2,3,3,3,3,3,3,3,3,3,3,"43113.51405",1,0,13,13,0,0,1.21,12,26,2.0972659487826633
1073,"13.01.2018","12:13:56",2,"",26,1,3,NA,3,4,NA,1,"",7,"",1,"",276,2,1,1,3,2,3,5,4,2,5,1,1,7,2,2,1,1,3,"2.555555556",4,1,5,2,4,4,3,2,3,3,2,4,2,1,3,3,1,1,3,4,4,"Zusammenhang Selbswertgefühl und Pornographiekonsum",2,3,3,3,3,2,3,3,3,2,3,"43113.51616",1,0,13,13,0,0,0.9,2,27,2.2024188627800005
1075,"13.01.2018","12:15:02",1,"",22,1,3,NA,2,2,NA,1,"",5,"",2,"evangelisch-lutherisch",276,2,1,1,1,5,1,3,1,4,7,1,2,1,2,2,1,3,2,"2.222222222",4,2,4,2,4,4,4,4,2,4,2,4,3,1,4,3,1,1,2,4,4,"Sucht nach pornografischen Inhalten, Wirkung dieser",2,3,3,2,3,3,3,4,4,3,3,"43113.51485",1,0,13,13,0,0,1.55,29,31,2.537791844796843
1077,"13.01.2018","12:17:07",2,"",25,1,2,6,NA,4,NA,1,"",5,"",1,"",276,2,5,1,2,5,4,2,2,3,7,2,1,2,1,2,1,5,5,"2.888888889",3,1,5,4,2,4,4,3,5,1,2,4,1,1,3,2,1,1,3,4,3,"zusammenhang von persönlichkeitsmerkmalen und pornographiekonsum",2,3,3,2,2,3,3,3,2,3,3,"43113.5177",1,0,13,13,0,0,1.48,30,24,2.4690976535903504
1078,"13.01.2018","12:20:55",2,"",29,1,2,16,NA,4,NA,1,"",5,"",1,"",276,1,1,1,1,1,1,1,1,1,5,1,7,1,1,1,1,1,1,"1.555555556",5,1,5,1,5,3,5,5,1,5,1,5,5,1,6,5,1,1,2,4,4,"Der Einfluss von Pornografiekonsum auf das Selbstvertrauen bzw. das Selbstbild.",2,1,4,3,4,4,4,4,4,3,3,"43113.52253",1,0,13,13,0,0,0.78,1,21,2.2092507634660414
1079,"13.01.2018","12:22:21",2,"",29,2,3,NA,2,2,NA,2,"",7,"",1,"",276,1,1,1,1,4,3,4,1,1,6,1,2,2,1,2,1,6,1,"2.166666667",4,1,5,2,4,4,4,4,1,5,1,5,4,1,4,3,2,2,3,4,4,"Das mit den Bildern habe ich nicht kapiert. Ich dachte, ich soll sagen, was mehrfach vorkommt, um zu zeigen, auf was ich mehr achte. 
Ich denke, es geht darum, wie abhängig man von Pornographie ist",2,3,3,4,3,3,3,4,4,3,3,"43113.52152",1,0,13,13,0,0,1.09,9,24,2.1520408948656535
1091,"13.01.2018","12:48:07",2,"",22,1,2,1,NA,2,NA,1,"",6,"",1,"",276,1,1,1,2,4,1,3,1,1,7,3,1,7,1,1,1,2,1,"2.166666667",3,1,5,1,5,4,3,3,2,4,2,4,3,1,3,3,1,1,1,4,4,"Keine Ahnung, auf jeden Fall war es keine gute Idee den Hintergrund vor dem Test komplett schwarz zu machen und darauf mit weißer Schrift zu schreiben, super unangenehm zu lesen. ",2,4,3,3,2,2,3,4,3,2,3,"43113.5413",1,0,13,13,0,0,0.72,0,24,2.096759357795864
1092,"13.01.2018","12:49:28",2,"",27,1,3,NA,4,4,NA,1,"",7,"",2,"Evangelisch-lutherisch",276,1,1,1,1,2,1,2,1,1,6,1,1,1,1,1,1,1,1,"1.388888889",4,1,5,1,5,3,3,2,1,5,1,5,4,1,7,4,1,1,2,4,2,"",2,4,4,4,3,3,4,4,4,3,3,"43113.54043",1,0,13,13,2,1,1.2,18,25,2.095864449611577
1094,"13.01.2018","12:55:30",2,"",25,1,3,NA,1,2,NA,1,"",7,"",2,"Evangelisch",276,1,1,1,1,2,1,2,1,1,5,1,1,1,1,1,1,1,1,"1.333333333",4,1,5,3,3,4,3,4,4,2,2,4,3,1,4,3,1,1,3,4,4,"",NA,3,3,3,3,3,3,3,3,3,3,"43113.54242",1,0,13,13,3,3,2.04,56,29,2.3053279180235133
1096,"13.01.2018","13:02:15",2,"",24,1,1,NA,NA,NA,4,1,"",7,"",2,"evangelisch",276,3,3,1,3,3,2,5,2,6,7,3,2,3,1,1,1,2,2,"2.777777778",4,1,5,4,2,3,4,3,4,2,2,4,2,1,2,4,1,1,2,3,3,"In wiefern online Pornographie den Mensch im Alltag beeinflusst. ",2,3,4,3,3,3,3,3,3,3,3,"43113.55272",1,0,13,13,0,0,0.6,0,23,2.185601173395763
1097,"13.01.2018","13:08:03",2,"",25,1,2,7,NA,4,NA,1,"",7,"",1,"",276,2,1,1,2,1,1,3,2,2,7,3,2,4,3,1,1,3,3,"2.333333333",4,1,5,1,5,3,4,3,2,4,2,4,2,1,3,4,1,1,2,4,3,"Auswirkung von Pornographie auf die Selbstwahrnehmung",2,3,4,3,3,2,3,3,3,3,3,"43113.55433",1,0,13,13,0,0,0.95,5,26,2.2403598041780564
1099,"13.01.2018","13:12:47",2,"",25,1,3,NA,3,4,NA,1,"",7,"",2,"Christlich",276,2,2,1,1,2,5,5,2,2,5,2,2,6,2,2,1,1,2,"2.5",4,2,4,2,4,2,2,2,4,2,4,2,3,1,5,3,1,3,3,4,4,"",2,3,3,2,3,3,3,3,3,2,3,"43113.55794",1,0,13,13,2,1,1.03,15,31,2.581337549760235
1100,"13.01.2018","13:12:49",2,"",24,1,1,NA,NA,NA,5,1,"",7,"",1,"",276,1,3,1,1,3,2,4,2,1,7,2,2,1,1,1,1,1,4,"2.111111111",2,1,5,4,2,3,4,2,2,4,1,5,2,1,5,4,1,1,2,4,3,"Typisierung und Nutzungsverhalten von Erotikfilmkonsumenten ",2,3,3,3,2,3,3,2,3,3,3,"43113.5581",1,0,13,13,0,0,0.89,3,24,2.5115608519933716
1102,"13.01.2018","13:13:41",2,"",22,1,2,18,NA,2,NA,1,"",7,"",1,"",276,5,1,1,7,5,5,7,1,7,7,1,1,1,4,4,1,1,7,"3.666666667",5,1,5,5,1,5,5,5,4,2,2,4,1,1,4,3,1,1,4,4,4,"Auswirkung von Pornographie auf das selbstbewusste und gelassene Handeln in neuen, unbekannten Situationen bzw. Problemstellungen",2,1,4,3,2,4,3,3,1,3,3,"43113.56088",1,0,13,13,0,0,0.6,0,30,2.8416308090875444
1104,"13.01.2018","13:18:02",2,"",26,1,2,5,NA,4,NA,1,"",6,"",1,"",276,1,1,1,1,1,1,1,1,1,7,1,1,1,1,7,1,1,1,"1.666666667",5,1,5,1,5,4,4,2,1,5,1,5,2,1,3,4,1,1,3,4,3,"Selbstvertrauen durchs Pornos gucken.",2,2,3,2,2,2,3,3,2,2,2,"43113.55814",1,0,13,13,0,0,1.85,47,25,2.8408167664091426
1106,"13.01.2018","13:21:26",2,"",21,1,1,NA,NA,NA,5,1,"",5,"",1,"",276,1,1,1,1,5,5,7,1,1,7,4,2,2,1,1,1,1,1,"2.388888889",5,1,5,1,5,5,5,5,4,2,2,4,1,1,3,4,1,1,2,4,4,"",2,4,4,4,3,4,3,4,4,4,4,"43113.56162",1,0,13,13,2,1,1.37,19,22,2.6074095170526883
1110,"13.01.2018","13:30:59",2,"",22,1,1,NA,NA,NA,4,1,"",5,"",2,"Evan.",276,1,1,1,5,2,1,1,1,1,5,1,2,NA,2,6,1,2,1,"2",2,1,5,1,5,4,2,2,4,2,2,4,1,1,3,4,1,1,3,4,2,"Veränderung der Enschätzung nach ansicht von eortischen und nicht erotischen Bildern",2,3,4,3,3,3,4,3,4,3,3,"43113.56971",1,0,13,13,2,2,1.04,7,23,2.4676701585872096
1112,"13.01.2018","13:34:53",2,"",19,1,1,NA,NA,NA,5,1,"",5,"",1,"",276,1,2,1,1,1,1,1,1,5,6,1,1,1,1,1,1,2,1,"1.611111111",4,1,5,2,4,3,4,2,3,3,2,4,2,1,4,3,1,1,3,4,4,"",2,3,4,4,3,3,3,4,4,3,4,"43113.57088",1,0,13,13,2,1,1.34,23,23,2.3376832129892735
1116,"13.01.2018","13:45:57",2,"",24,1,1,NA,NA,NA,3,1,"",6,"",1,"",-1,1,1,1,1,3,3,3,1,4,7,1,2,5,1,1,1,3,3,"2.333333333",4,1,5,4,2,5,2,3,3,3,3,3,2,1,3,3,1,1,3,4,3,"",2,3,3,3,2,3,3,3,3,2,3,"43113.58241",1,0,13,13,2,1,0.63,0,25,2.3368038298917986
1118,"13.01.2018","13:49:55",1,"",22,1,3,NA,6,2,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,"1.666666667",2,1,5,5,1,4,3,2,5,1,2,4,1,1,6,4,2,2,2,4,4,"Ich habe keine Ahnung.",2,3,2,3,3,3,3,3,3,3,3,"43113.58102",1,0,13,13,0,0,1.37,19,26,2.396337949678691
1120,"13.01.2018","13:55:20",1,"",22,1,3,NA,4,2,NA,1,"",7,"",2,"Evangelisch",276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1",2,3,3,5,1,1,1,1,2,4,1,5,2,1,7,5,1,1,2,4,4,"",2,4,3,4,2,3,3,4,3,3,3,"43113.58542",1,0,13,13,2,1,1.11,10,27,2.520428794324213
1125,"13.01.2018","13:58:53",3,"-",23,1,1,NA,NA,NA,5,5,"",5,"",1,"",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,2,4,4,2,3,2,2,3,3,3,3,1,2,NA,NA,NA,1,2,4,3,"",2,2,3,3,2,3,2,3,3,2,3,"43113.58704",1,0,13,13,3,2,1.21,16,24,2.4529371087203926
1126,"13.01.2018","14:03:01",2,"",27,1,3,NA,5,4,NA,1,"",7,"",1,"",276,1,1,1,1,2,2,2,1,4,6,1,1,1,1,7,1,1,4,"2.111111111",3,1,5,4,2,4,4,4,2,4,2,4,3,1,4,3,1,1,2,4,4,"",2,4,3,3,3,3,3,3,3,3,4,"43113.59126",1,0,13,13,2,1,1.11,8,22,2.2603642731556404
1133,"13.01.2018","14:21:37",2,"",27,1,3,NA,7,2,NA,1,"",4,"",1,"",276,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,"1.222222222",2,1,5,5,1,5,3,3,4,2,1,5,1,1,4,3,1,1,2,4,3,"Ob der Konsum erotischer Inhalte Auswirkung auf unser handeln und denken hat.",2,3,4,3,3,3,3,3,3,3,3,"43113.60448",1,0,13,13,0,0,1.16,11,23,2.1445165816591705
1137,"13.01.2018","14:23:20",1,"",28,1,1,NA,NA,NA,4,1,"",7,"",2,"evangelisch",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,1,5,4,2,4,3,3,2,4,2,4,3,2,NA,NA,NA,1,4,4,4,"Die Auswirkung pornographischen Konsums auf die Einschätzung der Selbstwahrnehmung im Hinblick aufs Selbstbewusstsein und lösungsorientiertes Handeln.",2,3,3,3,3,3,3,3,3,3,3,"43113.60745",1,0,13,13,0,0,0.54,0,36,2.7117462512122383
1140,"13.01.2018","14:29:49",1,"",28,1,3,NA,5,4,NA,1,"",7,"",2,"evangelisch",276,1,1,1,2,3,1,2,1,1,6,1,1,1,1,1,1,1,5,"1.722222222",4,1,5,1,5,5,4,3,3,3,3,3,3,1,5,3,1,3,3,4,4,"Selbstbetrachtung nach Betrachtung stimulierender Bilder",2,3,3,2,2,3,2,3,3,2,3,"43113.611",1,0,13,13,0,0,0.98,6,20,2.3561199523479006
1143,"13.01.2018","14:40:27",2,"",28,1,1,NA,NA,NA,3,1,"",6,"",2,"Evangelisch",276,1,1,1,1,1,1,6,3,7,7,4,4,3,2,3,1,5,2,"2.944444444",2,1,5,4,2,4,5,3,3,3,3,3,2,1,3,3,1,1,3,4,4,"Hat der Konsum von Pornographi Auswirkungen auf die Problembehandlung der Probanden?",2,3,4,3,3,3,3,4,3,3,3,"43113.62045",1,0,13,13,0,0,0.64,0,27,2.474896283457807
1144,"13.01.2018","14:55:20",2,"",28,1,3,NA,1,3,NA,1,"",7,"",1,"",276,1,1,1,1,3,4,4,1,4,6,3,5,2,2,2,1,4,3,"2.666666667",4,1,5,2,4,4,4,4,3,3,2,4,3,1,3,4,1,1,3,4,4,"",2,3,3,2,3,3,3,2,3,2,3,"43113.6274",1,0,13,13,2,1,1.5,31,27,2.601696929734812
1145,"13.01.2018","14:57:39",1,"",25,1,2,7,NA,4,NA,1,"",7,"",2,"römisch-katholisch",276,1,1,1,1,1,1,1,1,4,7,1,1,1,1,1,1,1,5,"1.722222222",4,1,5,4,2,5,5,5,2,4,2,4,2,1,5,3,1,1,3,4,4,"Abhängigkeit von Pornographie und die Feststellung wie kontrolliert der Umgang mit Pornographie gehandhabt wird",2,4,4,4,3,3,4,3,3,3,3,"43113.62943",1,0,13,13,0,0,1.08,10,30,2.939393752537165
1154,"13.01.2018","15:14:28",2,"",27,1,3,NA,5,2,NA,1,"",7,"",2,"Christ",276,2,1,1,2,5,4,4,1,2,3,1,1,7,3,2,1,3,2,"2.5",3,2,4,3,3,2,3,3,4,2,2,4,2,1,6,3,1,1,3,3,4,"Um Pornographiesucht, dessen Akzeptanz in unserer Gesellschaft und die Auswirkungen auf deren persöhnlichen Alltag.",2,3,3,3,3,3,3,3,3,3,3,"43113.64267",1,0,13,13,0,0,0.93,4,27,3.0979282050291737
1163,"13.01.2018","15:26:23",1,"",25,1,3,NA,7,4,NA,1,"",7,"",2,"evangelisch lutherisch",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,3,3,3,3,3,3,3,4,2,4,2,1,2,NA,NA,NA,1,1,4,4,"Gute Frage: Selbstwirksamkeit, konkreter möglicherweise wie sich erotische Gedanken auf Selbsteinschätzung der eigenen Selbstwirksamkeit auswirkt, den Fragen nach zu urteilen. 
oder darum wer bei dieser Studie mitmacht in der Hoffnung ein paar nette Bilder zu sehen...Wattestächen, Mülleimer und Gabel sind eine herrliche Abwechslung. ",2,3,3,3,2,4,3,4,3,3,4,"43113.66139",1,0,13,13,0,0,0.32,0,24,3.0119533858695404
1165,"13.01.2018","15:32:06",2,"",27,1,2,11,NA,4,NA,1,"",7,"",1,"",276,1,1,1,1,6,3,6,1,1,7,2,1,1,1,1,1,4,1,"2.222222222",5,1,5,4,2,4,4,3,4,2,2,4,2,1,3,4,1,1,2,4,4,"Selbsteinschätzungsvermögen/Selbstvertrauen vor und nach Pornographiekonsum",2,3,3,4,3,4,3,4,3,3,3,"43113.65218",1,0,13,13,0,0,1.4,22,18,2.451866438650182
1170,"13.01.2018","15:46:43",2,"",29,1,1,NA,NA,NA,5,1,"",7,"",1,"",276,4,4,1,1,4,1,2,1,1,7,2,2,1,1,2,1,1,1,"2.055555556",3,1,5,4,2,3,2,3,5,1,1,5,2,1,3,4,1,1,2,3,3,"Den state-Einfluss von Pornographiekonsum, relativ zum generellen Pornographiekonsum, auf das Selbstvertrauen, neue Aufgaben zu meistern. Ist Pornographiekonsum eine Copingstrategie.",2,3,3,3,4,3,4,3,3,3,4,"43113.66641",1,0,13,13,0,0,0.81,6,23,2.326671129250698
1171,"13.01.2018","15:46:55",1,"",23,1,3,NA,4,4,NA,1,"",5,"",2,"christentum",276,1,1,1,2,5,5,7,1,6,6,2,2,1,1,2,1,1,2,"2.611111111",4,1,5,2,4,4,4,3,3,3,3,3,1,1,6,3,1,1,1,4,3,"Suchtverhalten in der Pornografie in Abhängigkeit von Charakterstärke",2,3,4,3,3,3,4,4,4,4,4,"43113.6649",1,0,13,13,0,0,0.8,1,25,2.3257860254939513
1172,"13.01.2018","15:48:24",2,"",23,1,1,NA,NA,NA,4,1,"",5,"",1,"",276,1,2,1,5,2,2,3,5,6,7,5,5,1,2,6,1,1,1,"3.111111111",2,1,5,2,4,4,4,3,2,4,1,5,1,1,3,1,1,1,2,4,4,"Reaktion auf pornografische Bilder",2,3,3,3,3,4,4,4,4,4,4,"43113.66492",1,0,13,13,0,0,1.17,12,22,2.1515339562187945
